wpid,entrez,symbol,source
WP2795,2932,GSK3B,hgnc_symbol
WP2795,10013,HDAC,bioentities_symbol
WP2795,10014,HDAC,bioentities_symbol
WP2795,22933,HDAC,bioentities_symbol
WP2795,23408,HDAC,bioentities_symbol
WP2795,23409,HDAC,bioentities_symbol
WP2795,23410,HDAC,bioentities_symbol
WP2795,23411,HDAC,bioentities_symbol
WP2795,3065,HDAC,bioentities_symbol
WP2795,3066,HDAC,bioentities_symbol
WP2795,51547,HDAC,bioentities_symbol
WP2795,51548,HDAC,bioentities_symbol
WP2795,51564,HDAC,bioentities_symbol
WP2795,55869,HDAC,bioentities_symbol
WP2795,79885,HDAC,bioentities_symbol
WP2795,83933,HDAC,bioentities_symbol
WP2795,8841,HDAC,bioentities_symbol
WP2795,9734,HDAC,bioentities_symbol
WP2795,9759,HDAC,bioentities_symbol
WP2795,9759,HDAC4,hgnc_symbol
WP2795,10014,HDAC5,hgnc_symbol
WP2795,51564,HDAC7,hgnc_symbol
WP2795,9734,HDAC9,hgnc_symbol
WP2795,3479,IGF-I,hgnc_alias_symbol
WP2795,1147,IKK-alpha,hgnc_alias_symbol
WP2795,3551,IKK-beta,hgnc_alias_symbol
WP2795,8517,IKK-gamma,hgnc_alias_symbol
WP2795,2305,INS-1,hgnc_alias_symbol
WP2795,5599,JNK,bioentities_symbol
WP2795,5601,JNK,bioentities_symbol
WP2795,5602,JNK,bioentities_symbol
WP2795,100271849,MEF2,bioentities_symbol
WP2795,4205,MEF2,bioentities_symbol
WP2795,4208,MEF2,bioentities_symbol
WP2795,4209,MEF2,bioentities_symbol
WP2795,5604,MEK1,hgnc_alias_symbol
WP2795,5605,MEK2,hgnc_alias_symbol
WP2795,5606,MEK3,hgnc_alias_symbol
WP2795,6416,MEK4,hgnc_alias_symbol
WP2795,5607,MEK5,hgnc_alias_symbol
WP2795,5608,MEK6,hgnc_alias_symbol
WP2795,2475,MTOR,hgnc_symbol
WP2795,10725,NFAT,bioentities_symbol
WP2795,4772,NFAT,bioentities_symbol
WP2795,4773,NFAT,bioentities_symbol
WP2795,4775,NFAT,bioentities_symbol
WP2795,4776,NFAT,bioentities_symbol
WP2795,4790,NFKB,bioentities_symbol
WP2795,4791,NFKB,bioentities_symbol
WP2795,5966,NFKB,bioentities_symbol
WP2795,5970,NFKB,bioentities_symbol
WP2795,5971,NFKB,bioentities_symbol
WP2795,1432,p38,bioentities_symbol
WP2795,5600,p38,bioentities_symbol
WP2795,5603,p38,bioentities_symbol
WP2795,6300,p38,bioentities_symbol
WP2795,5163,PDK1,hgnc_symbol
WP2795,146850,PI3K,bioentities_symbol
WP2795,23533,PI3K,bioentities_symbol
WP2795,30849,PI3K,bioentities_symbol
WP2795,5290,PI3K,bioentities_symbol
WP2795,5291,PI3K,bioentities_symbol
WP2795,5293,PI3K,bioentities_symbol
WP2795,5294,PI3K,bioentities_symbol
WP2795,8503,PI3K,bioentities_symbol
WP2795,5587,PKD,hgnc_alias_symbol
WP2795,26279,PLA2,bioentities_symbol
WP2795,283748,PLA2,bioentities_symbol
WP2795,30814,PLA2,bioentities_symbol
WP2795,391013,PLA2,bioentities_symbol
WP2795,50487,PLA2,bioentities_symbol
WP2795,5319,PLA2,bioentities_symbol
WP2795,5320,PLA2,bioentities_symbol
WP2795,5321,PLA2,bioentities_symbol
WP2795,5322,PLA2,bioentities_symbol
WP2795,64600,PLA2,bioentities_symbol
WP2795,7941,PLA2,bioentities_symbol
WP2795,81579,PLA2,bioentities_symbol
WP2795,8398,PLA2,bioentities_symbol
WP2795,8399,PLA2,bioentities_symbol
WP2795,84647,PLA2,bioentities_symbol
WP2795,8605,PLA2,bioentities_symbol
WP2795,113026,PLC,bioentities_symbol
WP2795,23236,PLC,bioentities_symbol
WP2795,51196,PLC,bioentities_symbol
WP2795,5330,PLC,bioentities_symbol
WP2795,5331,PLC,bioentities_symbol
WP2795,5332,PLC,bioentities_symbol
WP2795,5333,PLC,bioentities_symbol
WP2795,5335,PLC,bioentities_symbol
WP2795,5336,PLC,bioentities_symbol
WP2795,84812,PLC,bioentities_symbol
WP2795,89869,PLC,bioentities_symbol
WP2795,5879,RAC1,hgnc_symbol
WP2795,5894,RAF1,hgnc_symbol
WP2795,3265,RAS,bioentities_symbol
WP2795,3845,RAS,bioentities_symbol
WP2795,4893,RAS,bioentities_symbol
WP2795,7182,TAK1,hgnc_alias_symbol
WP2795,7040,TGFB,bioentities_symbol
WP2795,7042,TGFB,bioentities_symbol
WP2795,7043,TGFB,bioentities_symbol
WP2795,7132,TNF-R,hgnc_alias_symbol
WP2406,70,ACTC1,hgnc_symbol
WP2406,290,ANPEP,hgnc_symbol
WP2406,649,BMP1,hgnc_symbol
WP2406,652,BMP4,hgnc_symbol
WP2406,7852,CXCR4,hgnc_symbol
WP2406,22943,DKK1,hgnc_symbol
WP2406,2247,FGF2,hgnc_symbol
WP2406,3170,FOXA2,hgnc_symbol
WP2406,2626,GATA4,hgnc_symbol
WP2406,2932,GSK3B,hgnc_symbol
WP2406,3479,IGF1,hgnc_symbol
WP2406,3481,IGF2,hgnc_symbol
WP2406,3624,INHBA,hgnc_symbol
WP2406,3630,INS,hgnc_symbol
WP2406,51477,IPS,hgnc_alias_symbol
WP2406,50805,IRX4,hgnc_symbol
WP2406,3670,ISL1,hgnc_symbol
WP2406,3791,KDR,hgnc_symbol
WP2406,3815,KIT,hgnc_symbol
WP2406,79727,LIN28A,hgnc_symbol
WP2406,389421,LIN28B,hgnc_symbol
WP2406,1432,MAPK14,hgnc_symbol
WP2406,4208,MEF2C,hgnc_symbol
WP2406,55897,MESP1,hgnc_symbol
WP2406,145873,MESP2,hgnc_symbol
WP2406,83881,MIXL1,hgnc_symbol
WP2406,4624,MYH6,hgnc_symbol
WP2406,4633,MYL2,hgnc_symbol
WP2406,91807,MYLK3,hgnc_symbol
WP2406,79923,NANOG,hgnc_symbol
WP2406,4684,NCAM1,hgnc_symbol
WP2406,1482,NKX2-5,hgnc_symbol
WP2406,4838,NODAL,hgnc_symbol
WP2406,9241,NOG,hgnc_symbol
WP2406,4851,NOTCH1,hgnc_symbol
WP2406,3084,NRG1,hgnc_symbol
WP2406,5080,PAX6,hgnc_symbol
WP2406,5156,PDGFRA,hgnc_symbol
WP2406,5460,POU5F1,hgnc_symbol
WP2406,4920,ROR2,hgnc_symbol
WP2406,6331,SCN5A,hgnc_symbol
WP2406,140885,SIRPA,hgnc_symbol
WP2406,6656,SOX1,hgnc_symbol
WP2406,64321,SOX17,hgnc_symbol
WP2406,6657,SOX2,hgnc_symbol
WP2406,57057,TBX20,hgnc_symbol
WP2406,6910,TBX5,hgnc_symbol
WP2406,7040,TGFB1,hgnc_symbol
WP2406,7070,THY1,hgnc_symbol
WP2406,7137,TNNI3,hgnc_symbol
WP2406,7139,TNNT2,hgnc_symbol
WP2406,51384,WNT,bioentities_symbol
WP2406,54361,WNT,bioentities_symbol
WP2406,7471,WNT,bioentities_symbol
WP2406,7472,WNT,bioentities_symbol
WP2406,7473,WNT,bioentities_symbol
WP2406,7474,WNT,bioentities_symbol
WP2406,7475,WNT,bioentities_symbol
WP2406,7476,WNT,bioentities_symbol
WP2406,7477,WNT,bioentities_symbol
WP2406,7478,WNT,bioentities_symbol
WP2406,7479,WNT,bioentities_symbol
WP2406,7480,WNT,bioentities_symbol
WP2406,7481,WNT,bioentities_symbol
WP2406,7482,WNT,bioentities_symbol
WP2406,7483,WNT,bioentities_symbol
WP2406,7484,WNT,bioentities_symbol
WP2406,80326,WNT,bioentities_symbol
WP2406,81029,WNT,bioentities_symbol
WP2406,89780,WNT,bioentities_symbol
WP2406,89780,WNT3A,hgnc_symbol
WP2406,132625,ZFP42,hgnc_symbol
WP688,54097,2-21,hgnc_alias_symbol
WP688,2326,FMO1,hgnc_symbol
WP688,2327,FMO2,hgnc_symbol
WP688,2328,FMO3,hgnc_symbol
WP688,2329,FMO4,hgnc_symbol
WP688,2330,FMO5,hgnc_symbol
WP179,25,ABL1,hgnc_symbol
WP179,375,ARF1,hgnc_symbol
WP179,472,ATM,hgnc_symbol
WP179,545,ATR,hgnc_symbol
WP179,699,BUB1,hgnc_symbol
WP179,701,BUB1B,hgnc_symbol
WP179,9184,BUB3,hgnc_symbol
WP179,8900,CCNA1,hgnc_symbol
WP179,890,CCNA2,hgnc_symbol
WP179,891,CCNB1,hgnc_symbol
WP179,9133,CCNB2,hgnc_symbol
WP179,85417,CCNB3,hgnc_symbol
WP179,894,CCND2,hgnc_symbol
WP179,896,CCND3,hgnc_symbol
WP179,898,CCNE1,hgnc_symbol
WP179,9134,CCNE2,hgnc_symbol
WP179,902,CCNH,hgnc_symbol
WP179,991,CDC20,hgnc_symbol
WP179,8318,CDC45,hgnc_symbol
WP179,990,CDC6,hgnc_symbol
WP179,8317,CDC7,hgnc_symbol
WP179,983,CDK1,hgnc_symbol
WP179,1017,CDK2,hgnc_symbol
WP179,1019,CDK4,hgnc_symbol
WP179,1021,CDK6,hgnc_symbol
WP179,1111,CHK1,hgnc_alias_symbol
WP179,11200,CHK2,hgnc_alias_symbol
WP179,10926,DBF4A,hgnc_alias_symbol
WP179,1869,E2F1,hgnc_symbol
WP179,1871,E2F3,hgnc_symbol
WP179,1874,E2F4,hgnc_symbol
WP179,1875,E2F5,hgnc_symbol
WP179,2033,EP300,hgnc_symbol
WP179,9700,ESPL1,hgnc_symbol
WP179,2932,GSK3B,hgnc_symbol
WP179,3065,HDAC1,hgnc_symbol
WP179,3066,HDAC2,hgnc_symbol
WP179,8841,HDAC3,hgnc_symbol
WP179,9759,HDAC4,hgnc_symbol
WP179,10014,HDAC5,hgnc_symbol
WP179,10013,HDAC6,hgnc_symbol
WP179,51564,HDAC7,hgnc_symbol
WP179,55869,HDAC8,hgnc_symbol
WP179,4171,MCM2,hgnc_symbol
WP179,4173,MCM4,hgnc_symbol
WP179,4174,MCM5,hgnc_symbol
WP179,4175,MCM6,hgnc_symbol
WP179,84515,MCM8,hgnc_symbol
WP179,254394,MCM9,hgnc_symbol
WP179,4193,MDM2,hgnc_symbol
WP179,4221,MEN1,hgnc_symbol
WP179,219972,MPEG1,hgnc_symbol
WP179,1029,p16,hgnc_alias_symbol
WP179,5111,PCNA,hgnc_symbol
WP179,5347,PLK1,hgnc_symbol
WP179,5591,PRKDC,hgnc_symbol
WP179,9232,PTTG1,hgnc_symbol
WP179,10744,PTTG2,hgnc_symbol
WP179,5933,RBL1,hgnc_symbol
WP179,4254,SCF,hgnc_alias_symbol
WP179,9232,securin,hgnc_alias_symbol
WP179,6502,SKP2,hgnc_symbol
WP179,4088,SMAD3,hgnc_symbol
WP179,4089,SMAD4,hgnc_symbol
WP179,8243,SMC1A,hgnc_symbol
WP179,7027,TFDP1,hgnc_symbol
WP179,7040,TGFB1,hgnc_symbol
WP179,140739,UBE2F,hgnc_symbol
WP179,7465,WEE1,hgnc_symbol
WP179,7529,YWHAB,hgnc_symbol
WP179,7531,YWHAE,hgnc_symbol
WP179,7532,YWHAG,hgnc_symbol
WP179,7533,YWHAH,hgnc_symbol
WP179,10971,YWHAQ,hgnc_symbol
WP179,7534,YWHAZ,hgnc_symbol
WP3679,1268,CB1,hgnc_alias_symbol
WP3679,885,CCK,hgnc_symbol
WP3679,2770,Gi,bioentities_symbol
WP3679,2771,Gi,bioentities_symbol
WP3679,2773,Gi,bioentities_symbol
WP3679,2775,Gi,bioentities_symbol
WP3679,2779,Gi,bioentities_symbol
WP3679,2780,Gi,bioentities_symbol
WP3679,2781,Gi,bioentities_symbol
WP3679,346562,Gi,bioentities_symbol
WP3679,2767,Gq,bioentities_symbol
WP3679,2769,Gq,bioentities_symbol
WP3679,2776,Gq,bioentities_symbol
WP3679,9630,Gq,bioentities_symbol
WP3679,23236,PLCB1,hgnc_symbol
WP3679,6261,RYR1,hgnc_symbol
WP3679,6262,RYR2,hgnc_symbol
WP3679,6263,RYR3,hgnc_symbol
WP3679,7220,TRPC1,hgnc_symbol
WP3929,208,AKT2,hgnc_symbol
WP3929,408,ARRB1,hgnc_symbol
WP3929,409,ARRB2,hgnc_symbol
WP3929,6356,CCL11,hgnc_symbol
WP3929,6359,CCL15,hgnc_symbol
WP3929,6361,CCL17,hgnc_symbol
WP3929,6363,CCL19,hgnc_symbol
WP3929,6366,CCL21,hgnc_symbol
WP3929,6367,CCL22,hgnc_symbol
WP3929,6369,CCL24,hgnc_symbol
WP3929,6370,CCL25,hgnc_symbol
WP3929,6348,CCL3,hgnc_symbol
WP3929,6351,CCL4,hgnc_symbol
WP3929,6354,CCL7,hgnc_symbol
WP3929,1230,CCR1,hgnc_symbol
WP3929,2826,CCR10,hgnc_symbol
WP3929,729230,CCR2,hgnc_symbol
WP3929,1232,CCR3,hgnc_symbol
WP3929,1233,CCR4,hgnc_symbol
WP3929,1235,CCR6,hgnc_symbol
WP3929,1236,CCR7,hgnc_symbol
WP3929,10803,CCR9,hgnc_symbol
WP3929,10563,Chemokine,bioentities_symbol
WP3929,2919,Chemokine,bioentities_symbol
WP3929,2920,Chemokine,bioentities_symbol
WP3929,2921,Chemokine,bioentities_symbol
WP3929,3576,Chemokine,bioentities_symbol
WP3929,3627,Chemokine,bioentities_symbol
WP3929,4283,Chemokine,bioentities_symbol
WP3929,5196,Chemokine,bioentities_symbol
WP3929,5473,Chemokine,bioentities_symbol
WP3929,6372,Chemokine,bioentities_symbol
WP3929,6373,Chemokine,bioentities_symbol
WP3929,6374,Chemokine,bioentities_symbol
WP3929,6387,Chemokine,bioentities_symbol
WP3929,9547,Chemokine,bioentities_symbol
WP3929,1398,CRK,hgnc_symbol
WP3929,1399,CRKL,hgnc_symbol
WP3929,6376,CX3CL1,hgnc_symbol
WP3929,1524,CX3CR1,hgnc_symbol
WP3929,6373,CXCL11,hgnc_symbol
WP3929,9547,CXCL14,hgnc_symbol
WP3929,58191,CXCL16,hgnc_symbol
WP3929,2921,CXCL3,hgnc_symbol
WP3929,4283,CXCL9,hgnc_symbol
WP3929,3579,CXCR2,hgnc_symbol
WP3929,2833,CXCR3,hgnc_symbol
WP3929,10663,CXCR6,hgnc_symbol
WP3929,1794,DOCK2,hgnc_symbol
WP3929,9844,ELMO1,hgnc_symbol
WP3929,2309,FOXO3,hgnc_symbol
WP3929,2771,GNAI2,hgnc_symbol
WP3929,2783,GNB2,hgnc_symbol
WP3929,2784,GNB3,hgnc_symbol
WP3929,59345,GNB4,hgnc_symbol
WP3929,2790,GNG10,hgnc_symbol
WP3929,2791,GNG11,hgnc_symbol
WP3929,55970,GNG12,hgnc_symbol
WP3929,51764,GNG13,hgnc_symbol
WP3929,94235,GNG8,hgnc_symbol
WP3929,6011,GRK1,hgnc_symbol
WP3929,156,GRK2,hgnc_symbol
WP3929,2868,GRK4,hgnc_symbol
WP3929,2870,GRK6,hgnc_symbol
WP3929,3265,HRAS,hgnc_symbol
WP3929,3551,IKBKB,hgnc_symbol
WP3929,8517,IKBKG,hgnc_symbol
WP3929,3702,ITK,hgnc_symbol
WP3929,5604,MAP2K1,hgnc_symbol
WP3929,1432,MAPK,bioentities_symbol
WP3929,5594,MAPK,bioentities_symbol
WP3929,5595,MAPK,bioentities_symbol
WP3929,5599,MAPK,bioentities_symbol
WP3929,5600,MAPK,bioentities_symbol
WP3929,5601,MAPK,bioentities_symbol
WP3929,5602,MAPK,bioentities_symbol
WP3929,5603,MAPK,bioentities_symbol
WP3929,6300,MAPK,bioentities_symbol
WP3929,5594,MAPK1,hgnc_symbol
WP3929,653361,NCF1,hgnc_symbol
WP3929,4790,NFKB1,hgnc_symbol
WP3929,4792,NFKBIA,hgnc_symbol
WP3929,4793,NFKBIB,hgnc_symbol
WP3929,4893,NRAS,hgnc_symbol
WP3929,5058,PAK1,hgnc_symbol
WP3929,56288,PARD3,hgnc_symbol
WP3929,5295,PIK3R1,hgnc_symbol
WP3929,5296,PIK3R2,hgnc_symbol
WP3929,8503,PIK3R3,hgnc_symbol
WP3929,23533,PIK3R5,hgnc_symbol
WP3929,23236,PLCB1,hgnc_symbol
WP3929,5331,PLCB3,hgnc_symbol
WP3929,5332,PLCB4,hgnc_symbol
WP3929,57580,PREX1,hgnc_symbol
WP3929,5567,PRKACB,hgnc_symbol
WP3929,5568,PRKACG,hgnc_symbol
WP3929,5579,PRKCB,hgnc_symbol
WP3929,5580,PRKCD,hgnc_symbol
WP3929,5590,PRKCZ,hgnc_symbol
WP3929,5613,PRKX,hgnc_symbol
WP3929,2185,PTK2B,hgnc_symbol
WP3929,5829,PXN,hgnc_symbol
WP3929,5880,RAC2,hgnc_symbol
WP3929,5908,RAP1B,hgnc_symbol
WP3929,5970,RELA,hgnc_symbol
WP3929,6093,ROCK1,hgnc_symbol
WP3929,9475,ROCK2,hgnc_symbol
WP3929,6655,SOS2,hgnc_symbol
WP3929,6772,STAT1,hgnc_symbol
WP3929,6773,STAT2,hgnc_symbol
WP3929,6774,STAT3,hgnc_symbol
WP3929,26230,TIAM2,hgnc_symbol
WP3929,10451,VAV3,hgnc_symbol
WP3929,7454,WAS,hgnc_symbol
WP3929,8976,WASL,hgnc_symbol
WP3929,2829,XCR1,hgnc_symbol
WP197,1595,CYP51A1,hgnc_symbol
WP197,1717,DHCR7,hgnc_symbol
WP197,2222,FDFT1,hgnc_symbol
WP197,2224,FDPS,hgnc_symbol
WP197,3156,HMGCR,hgnc_symbol
WP197,3422,IDI1,hgnc_symbol
WP197,4047,LSS,hgnc_symbol
WP197,4597,MVD,hgnc_symbol
WP197,4598,MVK,hgnc_symbol
WP197,50814,NSDHL,hgnc_symbol
WP197,10654,PMVK,hgnc_symbol
WP197,6309,SC5DL,hgnc_prev_symbol
WP197,6713,SQLE,hgnc_symbol
WP4216,207,AKT1,hgnc_symbol
WP4216,208,AKT2,hgnc_symbol
WP4216,10000,AKT3,hgnc_symbol
WP4216,324,APC,hgnc_symbol
WP4216,10297,APC2,hgnc_symbol
WP4216,26060,APPL1,hgnc_symbol
WP4216,369,ARAF,hgnc_symbol
WP4216,8312,AXIN,bioentities_symbol
WP4216,8313,AXIN,bioentities_symbol
WP4216,8313,AXIN2,hgnc_symbol
WP4216,572,BAD,hgnc_symbol
WP4216,578,BAK1,hgnc_symbol
WP4216,27113,BBC3,hgnc_symbol
WP4216,596,BCL2,hgnc_symbol
WP4216,332,BIRC5,hgnc_symbol
WP4216,673,BRAF,hgnc_symbol
WP4216,836,CASP3,hgnc_symbol
WP4216,842,CASP9,hgnc_symbol
WP4216,595,CCND1,hgnc_symbol
WP4216,1026,CDKN1A,hgnc_symbol
WP4216,57026,CIN,hgnc_alias_symbol
WP4216,1452,CSNK1A1,hgnc_symbol
WP4216,122011,CSNK1A1L,hgnc_symbol
WP4216,1499,CTNNB1,hgnc_symbol
WP4216,54205,CYCS,hgnc_symbol
WP4216,1630,DCC,hgnc_symbol
WP4216,55770,EXOC2,hgnc_symbol
WP4216,1647,GADD45,hgnc_alias_symbol
WP4216,2932,GSK3B,hgnc_symbol
WP4216,3845,KRAS,hgnc_symbol
WP4216,51176,LEF1,hgnc_symbol
WP4216,5604,MAP2K1,hgnc_symbol
WP4216,1432,MAPK,bioentities_symbol
WP4216,5594,MAPK,bioentities_symbol
WP4216,5595,MAPK,bioentities_symbol
WP4216,5599,MAPK,bioentities_symbol
WP4216,5600,MAPK,bioentities_symbol
WP4216,5601,MAPK,bioentities_symbol
WP4216,5602,MAPK,bioentities_symbol
WP4216,5603,MAPK,bioentities_symbol
WP4216,6300,MAPK,bioentities_symbol
WP4216,5594,MAPK1,hgnc_symbol
WP4216,5595,MAPK3,hgnc_symbol
WP4216,5601,MAPK9,hgnc_symbol
WP4216,4292,MLH1,hgnc_symbol
WP4216,4436,MSH2,hgnc_symbol
WP4216,4437,MSH3,hgnc_symbol
WP4216,9423,NTN1,hgnc_symbol
WP4216,7157,p53,hgnc_alias_symbol
WP4216,5366,PMAIP1,hgnc_symbol
WP4216,51426,POLK,hgnc_symbol
WP4216,5743,PTGS2,hgnc_symbol
WP4216,5879,RAC1,hgnc_symbol
WP4216,5880,RAC2,hgnc_symbol
WP4216,5881,RAC3,hgnc_symbol
WP4216,5898,RALA,hgnc_symbol
WP4216,5899,RALB,hgnc_symbol
WP4216,5966,REL,hgnc_symbol
WP4216,387,RHOA,hgnc_symbol
WP4216,4087,SMAD2,hgnc_symbol
WP4216,4088,SMAD3,hgnc_symbol
WP4216,4089,SMAD4,hgnc_symbol
WP4216,29110,TBK1,hgnc_symbol
WP4216,83439,TCF7L1,hgnc_symbol
WP4216,7040,TGFB,bioentities_symbol
WP4216,7042,TGFB,bioentities_symbol
WP4216,7043,TGFB,bioentities_symbol
WP4216,7040,TGFB1,hgnc_symbol
WP4216,7042,TGFB2,hgnc_symbol
WP4216,7043,TGFB3,hgnc_symbol
WP4216,7048,TGFBR2,hgnc_symbol
WP4216,7157,TP53,hgnc_symbol
WP3594,15,AANAT,hgnc_symbol
WP3594,107,ADCY1,hgnc_symbol
WP3594,9370,ADIPOQ,hgnc_symbol
WP3594,135,ADORA2A,hgnc_symbol
WP3594,181,AGRP,hgnc_symbol
WP3594,406,ARNTL,hgnc_symbol
WP3594,56938,ARNTL2,hgnc_symbol
WP3594,468,ATF4,hgnc_symbol
WP3594,22809,ATF5,hgnc_symbol
WP3594,220202,ATOH7,hgnc_symbol
WP3594,8553,BHLHE40,hgnc_symbol
WP3594,79365,BHLHE41,hgnc_symbol
WP3594,9607,CARTPT,hgnc_symbol
WP3594,57805,CCAR2,hgnc_symbol
WP3594,1019,CDK4,hgnc_symbol
WP3594,1128,CHRM1,hgnc_symbol
WP3594,1141,CHRNB2,hgnc_symbol
WP3594,148523,CIART,hgnc_symbol
WP3594,85457,CIPC,hgnc_symbol
WP3594,1364,CLDN4,hgnc_symbol
WP3594,9575,CLOCK,hgnc_symbol
WP3594,1374,CPT1A,hgnc_symbol
WP3594,1385,CREB1,hgnc_symbol
WP3594,23373,CRTC1,hgnc_symbol
WP3594,1454,CSNK1E,hgnc_symbol
WP3594,1471,CST3,hgnc_symbol
WP3594,1660,DHX9,hgnc_symbol
WP3594,1859,DYRK1A,hgnc_symbol
WP3594,1960,EGR3,hgnc_symbol
WP3594,2146,EZH2,hgnc_symbol
WP3594,11198,FACT,hgnc_alias_symbol
WP3594,26223,FBXL21,hgnc_symbol
WP3594,26224,FBXL3,hgnc_symbol
WP3594,23291,FBXW11,hgnc_symbol
WP3594,2673,GFPT1,hgnc_symbol
WP3594,2776,GNAQ,hgnc_symbol
WP3594,2932,GSK3B,hgnc_symbol
WP3594,3061,HCRTR1,hgnc_symbol
WP3594,3062,HCRTR2,hgnc_symbol
WP3594,3065,HDAC1,hgnc_symbol
WP3594,3066,HDAC2,hgnc_symbol
WP3594,8841,HDAC3,hgnc_symbol
WP3594,6928,HNF1B,hgnc_symbol
WP3594,3184,HNRNPD,hgnc_symbol
WP3594,3192,HNRNPU,hgnc_symbol
WP3594,9456,HOMER1,hgnc_symbol
WP3594,9956,HS3ST2,hgnc_symbol
WP3594,3363,HTR7,hgnc_symbol
WP3594,3751,KCND2,hgnc_symbol
WP3594,90134,KCNH7,hgnc_symbol
WP3594,3778,KCNMA1,hgnc_symbol
WP3594,4297,KMT2A,hgnc_symbol
WP3594,9500,MAGED1,hgnc_symbol
WP3594,54551,MAGEL2,hgnc_symbol
WP3594,5602,MAPK10,hgnc_symbol
WP3594,5599,MAPK8,hgnc_symbol
WP3594,5601,MAPK9,hgnc_symbol
WP3594,56339,METTL3,hgnc_symbol
WP3594,9112,MTA1,hgnc_symbol
WP3594,4543,MTNR1A,hgnc_symbol
WP3594,4544,MTNR1B,hgnc_symbol
WP3594,10514,MYBBP1A,hgnc_symbol
WP3594,4669,NAGLU,hgnc_symbol
WP3594,10135,NAMPT,hgnc_symbol
WP3594,10499,NCOA2,hgnc_symbol
WP3594,9611,NCOR1,hgnc_symbol
WP3594,22871,NLGN1,hgnc_symbol
WP3594,4841,NONO,hgnc_symbol
WP3594,4843,NOS2,hgnc_symbol
WP3594,4862,NPAS2,hgnc_symbol
WP3594,4887,NPY2R,hgnc_symbol
WP3594,4916,NTRK3,hgnc_symbol
WP3594,23596,OPN3,hgnc_symbol
WP3594,4987,OPRL1,hgnc_symbol
WP3594,139135,PASD1,hgnc_symbol
WP3594,5078,PAX4,hgnc_symbol
WP3594,8864,PER2,hgnc_symbol
WP3594,23239,PHLPP1,hgnc_symbol
WP3594,5468,PPARG,hgnc_symbol
WP3594,10891,PPARGC1A,hgnc_symbol
WP3594,5499,PPP1C,bioentities_symbol
WP3594,5500,PPP1C,bioentities_symbol
WP3594,5501,PPP1C,bioentities_symbol
WP3594,5500,PPP1CB,hgnc_symbol
WP3594,5562,PRKAA1,hgnc_symbol
WP3594,5563,PRKAA2,hgnc_symbol
WP3594,112464,PRKCDBP,hgnc_prev_symbol
WP3594,5582,PRKCG,hgnc_symbol
WP3594,5593,PRKG2,hgnc_symbol
WP3594,10419,PRMT5,hgnc_symbol
WP3594,84432,PROK1,hgnc_symbol
WP3594,60675,PROK2,hgnc_symbol
WP3594,10887,PROKR1,hgnc_symbol
WP3594,128674,PROKR2,hgnc_symbol
WP3594,5629,PROX1,hgnc_symbol
WP3594,55269,PSPC1,hgnc_symbol
WP3594,5730,PTGDS,hgnc_symbol
WP3594,9475,ROCK2,hgnc_symbol
WP3594,6096,RORB,hgnc_symbol
WP3594,6233,RPS27A,hgnc_symbol
WP3594,5054,SERPINE1,hgnc_symbol
WP3594,23064,SETX,hgnc_symbol
WP3594,6440,SFTPC,hgnc_symbol
WP3594,6532,SLC6A4,hgnc_symbol
WP3594,6550,SLC9A3,hgnc_symbol
WP3594,8403,SOX14,hgnc_symbol
WP3594,6720,SREBF1,hgnc_symbol
WP3594,6770,STAR,hgnc_symbol
WP3594,6839,SUV39H1,hgnc_symbol
WP3594,79723,SUV39H2,hgnc_symbol
WP3594,9967,THRAP3,hgnc_symbol
WP3594,8914,TIMELESS,hgnc_symbol
WP3594,8792,TNFRSF11A,hgnc_symbol
WP3594,121278,TPH2,hgnc_symbol
WP3594,7311,UBA52,hgnc_symbol
WP3594,10911,UTS2,hgnc_symbol
WP3594,2837,UTS2R,hgnc_symbol
WP1604,5243,ABCB1,hgnc_symbol
WP1604,1244,ABCC2,hgnc_symbol
WP1604,8714,ABCC3,hgnc_symbol
WP1604,1558,CYP2C8,hgnc_symbol
WP1604,1565,CYP2D6,hgnc_symbol
WP1604,1564,CYP2D7P1,hgnc_prev_symbol
WP1604,1576,CYP3A4,hgnc_symbol
WP1604,10599,SLCO1B1,hgnc_symbol
WP1604,7363,UGT2B4,hgnc_symbol
WP1604,7364,UGT2B7,hgnc_symbol
WP2636,60,ACTB,hgnc_symbol
WP2636,71,ACTG1,hgnc_symbol
WP2636,72,ACTG2,hgnc_symbol
WP2636,58,Actin,bioentities_symbol
WP2636,59,Actin,bioentities_symbol
WP2636,60,Actin,bioentities_symbol
WP2636,70,Actin,bioentities_symbol
WP2636,71,Actin,bioentities_symbol
WP2636,72,Actin,bioentities_symbol
WP2636,107,ADCY1,hgnc_symbol
WP2636,114,ADCY8,hgnc_symbol
WP2636,369,ARAF,hgnc_symbol
WP2636,815,CAMK2A,hgnc_symbol
WP2636,814,CAMK4,hgnc_symbol
WP2636,1385,CREB1,hgnc_symbol
WP2636,1812,DRD1,hgnc_symbol
WP2636,1813,DRD2,hgnc_symbol
WP2636,1815,DRD4,hgnc_symbol
WP2636,5594,ERK2,hgnc_alias_symbol
WP2636,5921,GAP,hgnc_alias_symbol
WP2636,2770,Gi,bioentities_symbol
WP2636,2771,Gi,bioentities_symbol
WP2636,2773,Gi,bioentities_symbol
WP2636,2775,Gi,bioentities_symbol
WP2636,2779,Gi,bioentities_symbol
