pmcid,entrez,symbol,source
PMC3322146,23533,PI3K,bioentities_symbol
PMC3322146,30849,PI3K,bioentities_symbol
PMC3322146,5290,PI3K,bioentities_symbol
PMC3322146,5291,PI3K,bioentities_symbol
PMC3322146,5293,PI3K,bioentities_symbol
PMC3322146,5294,PI3K,bioentities_symbol
PMC3322146,8503,PI3K,bioentities_symbol
PMC3322146,5728,PTEN,hgnc_symbol
PMC3322146,220001,URG11,hgnc_alias_symbol
PMC3324360,467,ATF3,hgnc_symbol
PMC3324360,25805,BAMBI,hgnc_symbol
PMC3324360,1649,DDIT3,hgnc_symbol
PMC3324360,3397,ID1,hgnc_symbol
PMC3324360,4088,SMAD3,hgnc_symbol
PMC3325001,2735,GLI1,hgnc_symbol
PMC3325001,6608,SMO,hgnc_symbol
PMC3325001,2735,GLI1,hgnc_symbol
PMC3325001,6608,SMO,hgnc_symbol
PMC3325758,107,AC,bioentities_symbol
PMC3325758,108,AC,bioentities_symbol
PMC3325758,109,AC,bioentities_symbol
PMC3325758,111,AC,bioentities_symbol
PMC3325758,112,AC,bioentities_symbol
PMC3325758,113,AC,bioentities_symbol
PMC3325758,114,AC,bioentities_symbol
PMC3325758,115,AC,bioentities_symbol
PMC3325758,196883,AC,bioentities_symbol
PMC3325758,55811,AC,bioentities_symbol
PMC3325758,8536,CaMKI,hgnc_alias_symbol
PMC3325758,8536,CaMKI,hgnc_alias_symbol
PMC3325758,993,CDC25,bioentities_symbol
PMC3325758,994,CDC25,bioentities_symbol
PMC3325758,995,CDC25,bioentities_symbol
PMC3325758,10411,EPAC,hgnc_alias_symbol
PMC3325758,56731,GEF,hgnc_alias_symbol
PMC3325758,51196,PLCE,hgnc_alias_symbol
PMC3325914,4236,AMP,hgnc_alias_symbol
PMC3325914,1017,CDK,bioentities_symbol
PMC3325914,1018,CDK,bioentities_symbol
PMC3325914,1019,CDK,bioentities_symbol
PMC3325914,1020,CDK,bioentities_symbol
PMC3325914,1021,CDK,bioentities_symbol
PMC3325914,1022,CDK,bioentities_symbol
PMC3325914,1024,CDK,bioentities_symbol
PMC3325914,1025,CDK,bioentities_symbol
PMC3325914,23097,CDK,bioentities_symbol
PMC3325914,23552,CDK,bioentities_symbol
PMC3325914,344387,CDK,bioentities_symbol
PMC3325914,51265,CDK,bioentities_symbol
PMC3325914,5127,CDK,bioentities_symbol
PMC3325914,5128,CDK,bioentities_symbol
PMC3325914,5129,CDK,bioentities_symbol
PMC3325914,51755,CDK,bioentities_symbol
PMC3325914,5218,CDK,bioentities_symbol
PMC3325914,65061,CDK,bioentities_symbol
PMC3325914,6792,CDK,bioentities_symbol
PMC3325914,728642,CDK,bioentities_symbol
PMC3325914,8558,CDK,bioentities_symbol
PMC3325914,8621,CDK,bioentities_symbol
PMC3325914,8814,CDK,bioentities_symbol
PMC3325914,8999,CDK,bioentities_symbol
PMC3325914,983,CDK,bioentities_symbol
PMC3325914,984,CDK,bioentities_symbol
PMC3325914,1026,CDKN1A,hgnc_symbol
PMC3325914,2308,FOXO1,hgnc_symbol
PMC3325914,4193,MDM2,hgnc_symbol
PMC3325914,6334,MED,hgnc_prev_symbol
PMC3325914,7157,TP53,hgnc_symbol
PMC3326638,3652,IPP,hgnc_symbol
PMC3327221,1029,ARF,hgnc_alias_symbol
PMC3328790,58,Actin,bioentities_symbol
PMC3328790,59,Actin,bioentities_symbol
PMC3328790,60,Actin,bioentities_symbol
PMC3328790,70,Actin,bioentities_symbol
PMC3328790,71,Actin,bioentities_symbol
PMC3328790,72,Actin,bioentities_symbol
PMC3328790,5530,CALCINEURIN,bioentities_symbol
PMC3328790,5532,CALCINEURIN,bioentities_symbol
PMC3328790,5533,CALCINEURIN,bioentities_symbol
PMC3328790,5534,CALCINEURIN,bioentities_symbol
PMC3328790,5535,CALCINEURIN,bioentities_symbol
PMC3328790,26039,CREST,hgnc_alias_symbol
PMC3328790,1490,CTGF,hgnc_symbol
PMC3328790,5595,ERK1,hgnc_alias_symbol
PMC3328790,5594,ERK2,hgnc_alias_symbol
PMC3328790,5599,JNK1,hgnc_alias_symbol
PMC3328790,1432,p38,bioentities_symbol
PMC3328790,5600,p38,bioentities_symbol
PMC3328790,5603,p38,bioentities_symbol
PMC3328790,6300,p38,bioentities_symbol
PMC3328790,5054,PAI1,hgnc_prev_symbol
PMC3328790,10631,periostin,hgnc_alias_symbol
PMC3328790,860,RUNX2,hgnc_symbol
PMC3328790,4087,SMAD2,hgnc_symbol
PMC3328790,4088,SMAD3,hgnc_symbol
PMC3328790,4089,SMAD4,hgnc_symbol
PMC3328790,56911,TAKL,hgnc_alias_symbol
PMC3328790,7040,TGFB,bioentities_symbol
PMC3328790,7042,TGFB,bioentities_symbol
PMC3328790,7043,TGFB,bioentities_symbol
PMC3328790,203074,T-SP1,hgnc_alias_symbol
PMC3329340,1978,4E-BP1,hgnc_alias_symbol
PMC3329340,10000,AKT,bioentities_symbol
PMC3329340,207,AKT,bioentities_symbol
PMC3329340,208,AKT,bioentities_symbol
PMC3329340,51422,AMPK,bioentities_symbol
PMC3329340,53632,AMPK,bioentities_symbol
PMC3329340,5562,AMPK,bioentities_symbol
PMC3329340,5563,AMPK,bioentities_symbol
PMC3329340,5564,AMPK,bioentities_symbol
PMC3329340,5565,AMPK,bioentities_symbol
PMC3329340,5571,AMPK,bioentities_symbol
PMC3329340,64223,MLST8,hgnc_symbol
PMC3329340,5163,PDK1,hgnc_symbol
PMC3329340,57521,raptor,hgnc_alias_symbol
PMC3329340,253260,RICTOR,hgnc_symbol
PMC3329340,6198,S6K1,hgnc_alias_symbol
PMC3329340,6097,TOR,hgnc_alias_symbol
PMC3329340,23373,TORC1,hgnc_alias_symbol
PMC3329340,200186,TORC2,hgnc_alias_symbol
PMC3329340,7248,TSC1,hgnc_symbol
PMC3329340,7249,TSC2,hgnc_symbol
PMC3331679,58,Actin,bioentities_symbol
PMC3331679,59,Actin,bioentities_symbol
PMC3331679,60,Actin,bioentities_symbol
PMC3331679,70,Actin,bioentities_symbol
PMC3331679,71,Actin,bioentities_symbol
PMC3331679,72,Actin,bioentities_symbol
PMC3331679,10000,AKT,bioentities_symbol
PMC3331679,207,AKT,bioentities_symbol
PMC3331679,208,AKT,bioentities_symbol
PMC3331679,51422,AMPK,bioentities_symbol
PMC3331679,53632,AMPK,bioentities_symbol
PMC3331679,5562,AMPK,bioentities_symbol
PMC3331679,5563,AMPK,bioentities_symbol
PMC3331679,5564,AMPK,bioentities_symbol
PMC3331679,5565,AMPK,bioentities_symbol
PMC3331679,5571,AMPK,bioentities_symbol
PMC3331679,10682,EBP,hgnc_symbol
PMC3331679,1938,EEF2,hgnc_symbol
PMC3331679,29904,EEF2K,hgnc_symbol
PMC3331679,5594,ERK,bioentities_symbol
PMC3331679,5595,ERK,bioentities_symbol
PMC3331679,2885,GRB2,hgnc_symbol
PMC3331679,2931,GSK3,bioentities_symbol
PMC3331679,2932,GSK3,bioentities_symbol
PMC3331679,3091,HIF1,bioentities_symbol
PMC3331679,405,HIF1,bioentities_symbol
PMC3331679,5604,MEK,bioentities_symbol
PMC3331679,5605,MEK,bioentities_symbol
PMC3331679,2475,mTORC1,bioentities_symbol
PMC3331679,57521,mTORC1,bioentities_symbol
PMC3331679,2475,mTORC1,bioentities_symbol
PMC3331679,57521,mTORC1,bioentities_symbol
PMC3331679,2475,mTORC2,bioentities_symbol
PMC3331679,253260,mTORC2,bioentities_symbol
PMC3331679,64223,mTORC2,bioentities_symbol
PMC3331679,79109,mTORC2,bioentities_symbol
PMC3331679,4763,NF1,hgnc_symbol
PMC3331679,146850,PI3K,bioentities_symbol
PMC3331679,23533,PI3K,bioentities_symbol
PMC3331679,30849,PI3K,bioentities_symbol
PMC3331679,5290,PI3K,bioentities_symbol
PMC3331679,5291,PI3K,bioentities_symbol
PMC3331679,5293,PI3K,bioentities_symbol
PMC3331679,5294,PI3K,bioentities_symbol
PMC3331679,8503,PI3K,bioentities_symbol
PMC3331679,5465,PPAR,bioentities_symbol
PMC3331679,5467,PPAR,bioentities_symbol
PMC3331679,5468,PPAR,bioentities_symbol
PMC3331679,84335,PRAS40,hgnc_alias_symbol
PMC3331679,5728,PTEN,hgnc_symbol
PMC3331679,391,RAC,bioentities_symbol
PMC3331679,5879,RAC,bioentities_symbol
PMC3331679,5880,RAC,bioentities_symbol
PMC3331679,5881,RAC,bioentities_symbol
PMC3331679,3265,RAS,bioentities_symbol
PMC3331679,3845,RAS,bioentities_symbol
PMC3331679,4893,RAS,bioentities_symbol
PMC3331679,54541,REDD-1,hgnc_alias_symbol
PMC3331679,6009,RHEB,hgnc_symbol
PMC3331679,29984,Rho,hgnc_alias_symbol
PMC3331679,27330,RSK,bioentities_symbol
PMC3331679,6195,RSK,bioentities_symbol
PMC3331679,6196,RSK,bioentities_symbol
PMC3331679,6197,RSK,bioentities_symbol
PMC3331679,6198,RSK,bioentities_symbol
PMC3331679,6199,RSK,bioentities_symbol
PMC3331679,8986,RSK,bioentities_symbol
PMC3331679,9252,RSK,bioentities_symbol
PMC3331679,84271,SKAR,hgnc_alias_symbol
PMC3331679,6654,SOS,bioentities_symbol
PMC3331679,6655,SOS,bioentities_symbol
PMC3331679,6720,SREBP1,hgnc_alias_symbol
PMC3331679,6721,SREBP2,hgnc_alias_symbol
PMC3331679,4135,STOP,hgnc_alias_symbol
PMC3331679,7248,TSC1,hgnc_symbol
PMC3331679,7249,TSC2,hgnc_symbol
PMC3331679,51384,WNT,bioentities_symbol
PMC3331679,54361,WNT,bioentities_symbol
PMC3331679,7471,WNT,bioentities_symbol
PMC3331679,7472,WNT,bioentities_symbol
PMC3331679,7473,WNT,bioentities_symbol
PMC3331679,7474,WNT,bioentities_symbol
PMC3331679,7475,WNT,bioentities_symbol
PMC3331679,7476,WNT,bioentities_symbol
PMC3331679,7477,WNT,bioentities_symbol
PMC3331679,7478,WNT,bioentities_symbol
PMC3331679,7479,WNT,bioentities_symbol
PMC3331679,7480,WNT,bioentities_symbol
PMC3331679,7481,WNT,bioentities_symbol
PMC3331679,7482,WNT,bioentities_symbol
PMC3331679,7483,WNT,bioentities_symbol
PMC3331679,7484,WNT,bioentities_symbol
PMC3331679,80326,WNT,bioentities_symbol
PMC3331679,81029,WNT,bioentities_symbol
PMC3331679,89780,WNT,bioentities_symbol
PMC3331705,324,APC,hgnc_symbol
PMC3331705,8312,AXIN,bioentities_symbol
PMC3331705,8313,AXIN,bioentities_symbol
PMC3331705,607,BCL9,hgnc_symbol
PMC3331705,847,CAT,hgnc_symbol
PMC3331705,5956,CBP,hgnc_prev_symbol
PMC3331705,1855,DVL,bioentities_symbol
PMC3331705,1856,DVL,bioentities_symbol
PMC3331705,1857,DVL,bioentities_symbol
PMC3331705,11211,FZD,bioentities_symbol
PMC3331705,2535,FZD,bioentities_symbol
PMC3331705,7855,FZD,bioentities_symbol
PMC3331705,7976,FZD,bioentities_symbol
PMC3331705,8321,FZD,bioentities_symbol
PMC3331705,8322,FZD,bioentities_symbol
PMC3331705,8323,FZD,bioentities_symbol
PMC3331705,8324,FZD,bioentities_symbol
PMC3331705,8325,FZD,bioentities_symbol
PMC3331705,8326,FZD,bioentities_symbol
PMC3331705,2931,GSK3,bioentities_symbol
PMC3331705,2932,GSK3,bioentities_symbol
PMC3331705,64840,PORCN,hgnc_symbol
PMC3331705,10010,TANK,hgnc_symbol
PMC3331705,51384,WNT,bioentities_symbol
PMC3331705,54361,WNT,bioentities_symbol
PMC3331705,7471,WNT,bioentities_symbol
PMC3331705,7472,WNT,bioentities_symbol
PMC3331705,7473,WNT,bioentities_symbol
PMC3331705,7474,WNT,bioentities_symbol
PMC3331705,7475,WNT,bioentities_symbol
PMC3331705,7476,WNT,bioentities_symbol
PMC3331705,7477,WNT,bioentities_symbol
PMC3331705,7478,WNT,bioentities_symbol
PMC3331705,7479,WNT,bioentities_symbol
PMC3331705,7480,WNT,bioentities_symbol
PMC3331705,7481,WNT,bioentities_symbol
PMC3331705,7482,WNT,bioentities_symbol
PMC3331705,7483,WNT,bioentities_symbol
PMC3331705,7484,WNT,bioentities_symbol
PMC3331705,80326,WNT,bioentities_symbol
PMC3331705,81029,WNT,bioentities_symbol
PMC3331705,89780,WNT,bioentities_symbol
PMC3334516,595,Cyclin_D,bioentities_symbol
PMC3334516,894,Cyclin_D,bioentities_symbol
PMC3334516,896,Cyclin_D,bioentities_symbol
PMC3334516,116844,LRG1,hgnc_symbol
PMC3334516,270,MAD,hgnc_alias_symbol
PMC3334516,4792,MAD-3,hgnc_alias_symbol
PMC3334516,5594,MAPK1,hgnc_symbol
PMC3334516,5604,MEK,bioentities_symbol
PMC3334516,5605,MEK,bioentities_symbol
PMC3334516,23209,MLC,hgnc_alias_symbol
PMC3334516,4313,MMP2,hgnc_symbol
PMC3334516,369,RAF,bioentities_symbol
PMC3334516,5894,RAF,bioentities_symbol
PMC3334516,673,RAF,bioentities_symbol
PMC3334516,3265,RAS,bioentities_symbol
PMC3334516,3845,RAS,bioentities_symbol
PMC3334516,4893,RAS,bioentities_symbol
PMC3334516,29984,Rho,hgnc_alias_symbol
PMC3334516,387,RhoA,hgnc_alias_symbol
PMC3334516,6093,ROCK,bioentities_symbol
PMC3334516,9475,ROCK,bioentities_symbol
PMC3334516,6093,ROCK1,hgnc_symbol
PMC3334516,4086,SMAD,bioentities_symbol
PMC3334516,4087,SMAD,bioentities_symbol
PMC3334516,4088,SMAD,bioentities_symbol
PMC3334516,4089,SMAD,bioentities_symbol
PMC3334516,4090,SMAD,bioentities_symbol
PMC3334516,4091,SMAD,bioentities_symbol
PMC3334516,4092,SMAD,bioentities_symbol
PMC3334516,4093,SMAD,bioentities_symbol
PMC3334516,4087,SMAD2,hgnc_symbol
PMC3334516,4088,SMAD3,hgnc_symbol
PMC3334867,1489,CT-1,hgnc_alias_symbol
PMC3334867,3458,IFNG,hgnc_symbol
PMC3334867,3586,IL-10,hgnc_alias_symbol
PMC3334867,3716,JAK,bioentities_symbol
PMC3334867,3717,JAK,bioentities_symbol
PMC3334867,3718,JAK,bioentities_symbol
PMC3334867,7297,JAK,bioentities_symbol
PMC3334867,3976,LIF,hgnc_symbol
PMC3334867,6347,MCP-1,hgnc_alias_symbol
PMC3334867,8651,SOCS1,hgnc_symbol
PMC3334867,9021,SOCS3,hgnc_symbol
PMC3334867,6772,STAT1,hgnc_symbol
PMC3334867,6776,STAT5,bioentities_symbol
PMC3334867,6777,STAT5,bioentities_symbol
PMC3334869,8338,H2A,hgnc_prev_symbol
PMC3334869,730249,IRG1,hgnc_prev_symbol
PMC3334869,29986,ZIP2,hgnc_alias_symbol
PMC3335081,9242,MSC,hgnc_symbol
PMC3335081,860,RUNX2,hgnc_symbol
PMC3335081,23411,SIRT1,hgnc_symbol
PMC3335938,10000,AKT3,hgnc_symbol
PMC3335938,572,BAD,hgnc_symbol
PMC3335938,598,bcl-xL,hgnc_alias_symbol
PMC3335938,673,BRAF,hgnc_symbol
PMC3335938,10488,CREB,bioentities_symbol
PMC3335938,1385,CREB,bioentities_symbol
PMC3335938,1386,CREB,bioentities_symbol
PMC3335938,1390,CREB,bioentities_symbol
PMC3335938,148327,CREB,bioentities_symbol
PMC3335938,466,CREB,bioentities_symbol
PMC3335938,64764,CREB,bioentities_symbol
PMC3335938,84699,CREB,bioentities_symbol
PMC3335938,90993,CREB,bioentities_symbol
PMC3335938,9586,CREB,bioentities_symbol
PMC3335938,595,Cyclin-D1,bioentities_symbol
PMC3335938,8788,Delta1,hgnc_alias_symbol
PMC3335938,5594,ERK,bioentities_symbol
PMC3335938,5595,ERK,bioentities_symbol
PMC3335938,4193,MDM2,hgnc_symbol
PMC3335938,5604,MEK,bioentities_symbol
PMC3335938,5605,MEK,bioentities_symbol
PMC3335938,2475,MTOR,hgnc_symbol
PMC3335938,51013,p13,hgnc_alias_symbol
PMC3335938,7157,p53,hgnc_alias_symbol
PMC3335938,6198,P70S6K,bioentities_symbol
PMC3335938,6199,P70S6K,bioentities_symbol
PMC3335938,5163,PDK,bioentities_symbol
PMC3335938,5164,PDK,bioentities_symbol
PMC3335938,5165,PDK,bioentities_symbol
PMC3335938,5166,PDK,bioentities_symbol
PMC3335938,23683,PKC,bioentities_symbol
PMC3335938,5578,PKC,bioentities_symbol
PMC3335938,5579,PKC,bioentities_symbol
PMC3335938,5580,PKC,bioentities_symbol
PMC3335938,5581,PKC,bioentities_symbol
PMC3335938,5582,PKC,bioentities_symbol
PMC3335938,5583,PKC,bioentities_symbol
PMC3335938,5584,PKC,bioentities_symbol
PMC3335938,5588,PKC,bioentities_symbol
PMC3335938,5590,PKC,bioentities_symbol
PMC3335938,84335,PRAS40,hgnc_alias_symbol
PMC3335938,369,RAF,bioentities_symbol
PMC3335938,5894,RAF,bioentities_symbol
PMC3335938,673,RAF,bioentities_symbol
PMC3337193,8507,NRPB,hgnc_prev_symbol
PMC3337355,23596,ERO,hgnc_alias_symbol
PMC3337355,864,RUNX3,hgnc_symbol
PMC3337681,10000,AKT,bioentities_symbol
PMC3337681,207,AKT,bioentities_symbol
PMC3337681,208,AKT,bioentities_symbol
PMC3337681,1386,ATF2,hgnc_symbol
PMC3337681,3725,c-Jun,hgnc_alias_symbol
PMC3337681,5594,ERK,bioentities_symbol
PMC3337681,5595,ERK,bioentities_symbol
PMC3337681,4792,IkappaBalpha,hgnc_alias_symbol
PMC3337681,1147,IKK,bioentities_symbol
PMC3337681,3551,IKK,bioentities_symbol
PMC3337681,8517,IKK,bioentities_symbol
PMC3337681,1147,IKK-alpha,hgnc_alias_symbol
PMC3337681,3569,IL-6,hgnc_alias_symbol
PMC3337681,3654,IRAK1,hgnc_symbol
PMC3337681,5599,JNK,bioentities_symbol
PMC3337681,5601,JNK,bioentities_symbol
PMC3337681,5602,JNK,bioentities_symbol
PMC3337681,3664,LPS,hgnc_prev_symbol
PMC3337681,6416,MKK4,hgnc_alias_symbol
PMC3337681,5609,MKK7,hgnc_alias_symbol
PMC3337681,5163,PDK,bioentities_symbol
PMC3337681,5164,PDK,bioentities_symbol
PMC3337681,5165,PDK,bioentities_symbol
PMC3337681,5166,PDK,bioentities_symbol
PMC3337681,5163,PDK1,hgnc_symbol
PMC3337681,146850,PI3K,bioentities_symbol
PMC3337681,23533,PI3K,bioentities_symbol
PMC3337681,30849,PI3K,bioentities_symbol
PMC3337681,5290,PI3K,bioentities_symbol
PMC3337681,5291,PI3K,bioentities_symbol
PMC3337681,5293,PI3K,bioentities_symbol
PMC3337681,5294,PI3K,bioentities_symbol
PMC3337681,8503,PI3K,bioentities_symbol
PMC3337681,6714,SRC,hgnc_symbol
PMC3337681,6850,SYK,hgnc_symbol
PMC3337681,7182,TAK1,hgnc_alias_symbol
PMC3337681,7124,TNF,hgnc_symbol
PMC3337715,1978,4E-BP1,hgnc_alias_symbol
PMC3337715,10000,AKT,bioentities_symbol
PMC3337715,207,AKT,bioentities_symbol
PMC3337715,208,AKT,bioentities_symbol
PMC3337715,572,BAD,hgnc_symbol
PMC3337715,2000,ELF4,hgnc_symbol
PMC3337715,2280,FKBP-12,hgnc_alias_symbol
PMC3337715,100132074,FOXO,bioentities_symbol
PMC3337715,2308,FOXO,bioentities_symbol
PMC3337715,2309,FOXO,bioentities_symbol
PMC3337715,4303,FOXO,bioentities_symbol
PMC3337715,64223,GbetaL,hgnc_alias_symbol
PMC3337715,6513,GLUT,hgnc_prev_symbol
PMC3337715,10316,GPC-R,hgnc_alias_symbol
PMC3337715,2931,GSK3,bioentities_symbol
PMC3337715,2932,GSK3,bioentities_symbol
PMC3337715,1147,IKK,bioentities_symbol
PMC3337715,3551,IKK,bioentities_symbol
PMC3337715,8517,IKK,bioentities_symbol
PMC3337715,3667,IRS1,hgnc_symbol
PMC3337715,2475,MTOR,hgnc_symbol
PMC3337715,4790,NF-kappaB,hgnc_alias_symbol
PMC3337715,6198,P70S6K,bioentities_symbol
PMC3337715,6199,P70S6K,bioentities_symbol
PMC3337715,5163,PDK1,hgnc_symbol
PMC3337715,146850,PI3K,bioentities_symbol
PMC3337715,23533,PI3K,bioentities_symbol
PMC3337715,30849,PI3K,bioentities_symbol
PMC3337715,5290,PI3K,bioentities_symbol
PMC3337715,5291,PI3K,bioentities_symbol
PMC3337715,5293,PI3K,bioentities_symbol
PMC3337715,5294,PI3K,bioentities_symbol
PMC3337715,8503,PI3K,bioentities_symbol
PMC3337715,5728,PTEN,hgnc_symbol
PMC3337715,10670,RAGA,hgnc_alias_symbol
PMC3337715,57521,raptor,hgnc_alias_symbol
PMC3337715,6009,RHEB,hgnc_symbol
PMC3337715,253260,RICTOR,hgnc_symbol
PMC3337715,23373,TORC1,hgnc_alias_symbol
PMC3337715,200186,TORC2,hgnc_alias_symbol
PMC3337715,7248,TSC1,hgnc_symbol
PMC3337715,7249,TSC2,hgnc_symbol
PMC3339976,2869,GRK5,hgnc_symbol
PMC3339976,22861,NAC,hgnc_alias_symbol
PMC3339976,4790,NF-kappaB,hgnc_alias_symbol
PMC3340364,545,ATR,hgnc_symbol
PMC3340364,836,CASP3,hgnc_symbol
PMC3340364,842,CASP9,hgnc_symbol
PMC3340364,1111,CHK1,hgnc_alias_symbol
PMC3340364,7157,p53,hgnc_alias_symbol
PMC3340364,146850,PI3K,bioentities_symbol
PMC3340364,23533,PI3K,bioentities_symbol
PMC3340364,30849,PI3K,bioentities_symbol
PMC3340364,5290,PI3K,bioentities_symbol
PMC3340364,5291,PI3K,bioentities_symbol
PMC3340364,5293,PI3K,bioentities_symbol
PMC3340364,5294,PI3K,bioentities_symbol
PMC3340364,8503,PI3K,bioentities_symbol
PMC3340364,369,RAF,bioentities_symbol
PMC3340364,5894,RAF,bioentities_symbol
PMC3340364,673,RAF,bioentities_symbol
PMC3341346,270,MAD,hgnc_alias_symbol
PMC3342359,3664,LPS,hgnc_prev_symbol
PMC3342359,4139,MARK,hgnc_alias_symbol
PMC3342359,4615,MYD88,hgnc_symbol
PMC3342359,1432,p38,bioentities_symbol
PMC3342359,5600,p38,bioentities_symbol
PMC3342359,5603,p38,bioentities_symbol
PMC3342359,6300,p38,bioentities_symbol
PMC3342359,11103,RIP-1,hgnc_alias_symbol
PMC3342359,7099,TLR4,hgnc_symbol
PMC3342359,51284,TLR7,hgnc_symbol
PMC3342643,2353,AP1,bioentities_symbol
PMC3342643,2354,AP1,bioentities_symbol
PMC3342643,2355,AP1,bioentities_symbol
PMC3342643,3725,AP1,bioentities_symbol
PMC3342643,3726,AP1,bioentities_symbol
PMC3342643,3727,AP1,bioentities_symbol
PMC3342643,8061,AP1,bioentities_symbol
PMC3342643,8915,BCL10,hgnc_symbol
PMC3342643,5530,CALCINEURIN,bioentities_symbol
PMC3342643,5532,CALCINEURIN,bioentities_symbol
PMC3342643,5533,CALCINEURIN,bioentities_symbol
PMC3342643,5534,CALCINEURIN,bioentities_symbol
PMC3342643,5535,CALCINEURIN,bioentities_symbol
PMC3342643,84433,CARMA1,hgnc_alias_symbol
PMC3342643,940,CD28,hgnc_symbol
PMC3342643,915,CD3,bioentities_symbol
PMC3342643,916,CD3,bioentities_symbol
PMC3342643,917,CD3,bioentities_symbol
PMC3342643,919,CD3,bioentities_symbol
PMC3342643,139189,DGK,bioentities_symbol
PMC3342643,1606,DGK,bioentities_symbol
PMC3342643,1607,DGK,bioentities_symbol
PMC3342643,1608,DGK,bioentities_symbol
PMC3342643,160851,DGK,bioentities_symbol
PMC3342643,1609,DGK,bioentities_symbol
PMC3342643,8525,DGK,bioentities_symbol
PMC3342643,8526,DGK,bioentities_symbol
PMC3342643,8527,DGK,bioentities_symbol
PMC3342643,9162,DGK,bioentities_symbol
PMC3342643,1147,IKK,bioentities_symbol
PMC3342643,3551,IKK,bioentities_symbol
PMC3342643,8517,IKK,bioentities_symbol
PMC3342643,5604,MEK1,hgnc_alias_symbol
PMC3342643,5605,MEK2,hgnc_alias_symbol
PMC3342643,10725,NFAT,bioentities_symbol
PMC3342643,4772,NFAT,bioentities_symbol
PMC3342643,4773,NFAT,bioentities_symbol
PMC3342643,4775,NFAT,bioentities_symbol
PMC3342643,4776,NFAT,bioentities_symbol
PMC3342643,4790,NFKB,bioentities_symbol
PMC3342643,4791,NFKB,bioentities_symbol
PMC3342643,5966,NFKB,bioentities_symbol
PMC3342643,5970,NFKB,bioentities_symbol
PMC3342643,5971,NFKB,bioentities_symbol
PMC3342643,146850,PI3K,bioentities_symbol
PMC3342643,23533,PI3K,bioentities_symbol
PMC3342643,30849,PI3K,bioentities_symbol
PMC3342643,5290,PI3K,bioentities_symbol
PMC3342643,5291,PI3K,bioentities_symbol
PMC3342643,5293,PI3K,bioentities_symbol
PMC3342643,5294,PI3K,bioentities_symbol
PMC3342643,8503,PI3K,bioentities_symbol
PMC3342643,5335,PLCG1,hgnc_symbol
PMC3342643,2185,PTK,hgnc_alias_symbol
PMC3342643,369,RAF,bioentities_symbol
PMC3342643,5894,RAF,bioentities_symbol
PMC3342643,673,RAF,bioentities_symbol
PMC3342643,3265,RAS,bioentities_symbol
PMC3342643,3845,RAS,bioentities_symbol
PMC3342643,4893,RAS,bioentities_symbol
PMC3342643,10125,RASGRP1,hgnc_symbol
PMC3342643,6955,TCR,bioentities_symbol
PMC3342643,6957,TCR,bioentities_symbol
PMC3342643,6964,TCR,bioentities_symbol
PMC3342643,6965,TCR,bioentities_symbol
PMC3342643,10000,AKT,bioentities_symbol
PMC3342643,207,AKT,bioentities_symbol
PMC3342643,208,AKT,bioentities_symbol
PMC3342643,5956,CBP,hgnc_prev_symbol
PMC3342643,2931,GSK3,bioentities_symbol
PMC3342643,2932,GSK3,bioentities_symbol
PMC3342643,3456,IFNB,bioentities_symbol
PMC3342643,9641,IKKE,hgnc_alias_symbol
PMC3342643,8517,IKK-gamma,hgnc_alias_symbol
PMC3342643,3592,IL12,bioentities_symbol
PMC3342643,3593,IL12,bioentities_symbol
PMC3342643,3654,IRAK1,hgnc_symbol
PMC3342643,84676,IRF,hgnc_alias_symbol
PMC3342643,4615,MYD88,hgnc_symbol
PMC3342643,4790,NFKB,bioentities_symbol
PMC3342643,4791,NFKB,bioentities_symbol
PMC3342643,5966,NFKB,bioentities_symbol
PMC3342643,5970,NFKB,bioentities_symbol
PMC3342643,5971,NFKB,bioentities_symbol
PMC3342643,5163,PDK1,hgnc_symbol
PMC3342643,146850,PI3K,bioentities_symbol
PMC3342643,23533,PI3K,bioentities_symbol
PMC3342643,30849,PI3K,bioentities_symbol
PMC3342643,5290,PI3K,bioentities_symbol
PMC3342643,5291,PI3K,bioentities_symbol
PMC3342643,5293,PI3K,bioentities_symbol
PMC3342643,5294,PI3K,bioentities_symbol
PMC3342643,8503,PI3K,bioentities_symbol
PMC3342643,10333,TLR,bioentities_symbol
PMC3342643,51284,TLR,bioentities_symbol
PMC3342643,51311,TLR,bioentities_symbol
PMC3342643,54106,TLR,bioentities_symbol
PMC3342643,7096,TLR,bioentities_symbol
PMC3342643,7097,TLR,bioentities_symbol
PMC3342643,7098,TLR,bioentities_symbol
PMC3342643,7099,TLR,bioentities_symbol
PMC3342643,7100,TLR,bioentities_symbol
PMC3342643,81793,TLR,bioentities_symbol
PMC3343102,51411,BIN2,hgnc_symbol
PMC3343135,1444,CSL,hgnc_alias_symbol
PMC3343135,1855,DVL,bioentities_symbol
PMC3343135,1856,DVL,bioentities_symbol
PMC3343135,1857,DVL,bioentities_symbol
PMC3343135,23462,HEY1,hgnc_symbol
PMC3343135,23385,NCSTN,hgnc_symbol
PMC3343135,4851,Notch,bioentities_symbol
PMC3343135,4853,Notch,bioentities_symbol
PMC3343135,4854,Notch,bioentities_symbol
PMC3343135,4855,Notch,bioentities_symbol
PMC3343135,4851,Notch,bioentities_symbol
PMC3343135,4853,Notch,bioentities_symbol
