entrez_id,n_symbol
8814,KKIALRE
8999,KKIAMRE
28999,KKLF
4254,KL1
3831,KLC
147700,KLC2L
147700,KLCT
27252,KLEIP
9985,KLEISINALPHA
197021,KLG
9920,KLHDC7C
8139,KLHL16
9817,KLHL19
3652,KLHL27
8507,KLHL37
10625,KLHL39
79155,KLIP
79682,KLIP1
9622,KLKL1
25818,KLKL2
284366,KLKL3
26085,KLKL4
43849,KLKL5
43847,KLKL6
221191,KLKBL4
23095,KLP
9371,KLP11
57576,KLP2
11127,KLP20
57106,KLP1
197021,KLPH
22914,KLR
57733,KLRP
6199,KLS
5267,KLST
256309,KMHN1
85366,KMLC
6839,KMT1A
79723,KMT1B
10919,KMT1C
79813,KMT1D
9869,KMT1E
83852,KMT1F
9739,KMT2F
23067,KMT2G
55870,KMT2H
29072,KMT3A
64324,KMT3B
56950,KMT3C
150572,KMT3D
64754,KMT3E
54904,KMT3F
7468,KMT3G
84444,KMT4
2146,KMT6
2146,KMT6A
2145,KMT6B
80854,KMT7
7799,KMT8
7799,KMT8A
56979,KMT8B
93166,KMT8C
56978,KMT8D
2122,KMT8E
63976,KMT8F
1378,KN
55320,KNL2
79980,KNL3
80781,KNO1
8209,KNPI
8209,KNPIA
7226,KNP3
8209,KNPH
8209,KNPI
3799,KNS
3831,KNS2A
147700,KNS2B
3895,KNT
9183,KNTC1AP
11130,KNTC2AP
3856,KO
57521,KOG1
10653,KOP
4986,KOR
4987,KOR3
50507,KOX
50507,KOX1
7556,KOX1
7565,KOX10
7566,KOX11
7567,KOX12
7568,KOX13
7569,KOX14
7570,KOX15
7571,KOX16
7572,KOX17
7586,KOX18
219749,KOX19
7582,KOX2
7574,KOX20
7587,KOX21
7767,KOX22
7576,KOX24
7551,KOX25
7594,KOX27
90075,KOX28
7579,KOX29
7559,KOX3
7580,KOX30
7582,KOX31
80778,KOX32
7553,KOX4
7581,KOX5
7561,KOX6
51710,KOX7
7562,KOX8
7564,KOX9
4140,KP78
63891,KPC1
10422,KPC2
57121,KPG_010
22853,KPI2
22853,KPI2
58473,KPL1
79925,KPL2
30000,KPNB2B
1832,KPPS2
162966,KRZNF1
90338,KR18
90827,KR19
6744,KRAP
3845,KRAS1
57645,KRBOX2
79706,KRBOX3
59269,KRC
55226,KRE33
5906,KREV1
1663,KRG2
83999,KRM1
79412,KRM2
9585,KRMP1
1958,KROX24
10324,KRP1
6788,KRS1
6789,KRS2
3883,KRT13
3848,KRT1A
51350,KRT2B
51350,KRT2P
3852,KRT5A
121391,KRT5C
140807,KRT6
112802,KRT6IRS
112802,KRT6IRS1
140807,KRT6IRS2
319101,KRT6IRS3
121391,KRT6IRS4
338785,KRT6L
353332,KRTAP12.1
353323,KRTAP12.2
386683,KRTAP12.3
386684,KRTAP12.4
353333,KRTAP1810
386678,KRTAP18.11
386685,KRTAP18.12
386672,KRTAP18.4
386674,KRTAP18.6
386681,KRTAP18.8
387264,KRTAP5.1
387273,KRTAP5.10
440051,KRTAP5.11
440021,KRTAP5.2
387266,KRTAP5.3
387267,KRTAP5.4
439915,KRTAP5.5
440023,KRTAP5.6
440050,KRTAP5.7
57830,KRTAP5.8
3846,KRTAP5.9
64065,KRTCAP1
3849,KRTE
152503,KRYN
54995,KS
84911,KS1
4072,KS1/4
4072,KSA
8534,KSGAL6ST
3752,KSHIVB
83888,KSP37
10256,KSR
8570,KSRP
5267,KST
115584,KST1
60598,KT3.3
1767,KTGNR
285381,KTI11
146395,KTSR5831
55172,KTU
80210,KUMEL1
2547,KU70
7520,KU80
7520,KU86
387521,KUA
1191,KUB1
7520,KUB2
91419,KUB3
58490,KUB5HERA
7597,KUP
56683,KUR
102,KUZ
3736,KV1.1
3737,KV1.2
3738,KV1.3
3739,KV1.4
3741,KV1.5
3742,KV1.6
3743,KV1.7
3744,KV1.8
3756,KV10.1
27133,KV10.2
3757,KV11.1
81033,KV11.2
90134,KV11.3
131096,KV12.1
23416,KV12.2
23415,KV12.3
3745,KV2.1
9312,KV2.2
3746,KV3.1
3747,KV3.2
3748,KV3.3
3749,KV3.4
3750,KV4.1
3751,KV4.2
3752,KV4.3
3754,KV5.1
3755,KV6.1
26251,KV6.2
170850,KV6.3
93107,KV6.4
3784,KV7.1
3785,KV7.2
3786,KV7.3
9132,KV7.4
56479,KV7.5
27012,KV8.1
169522,KV8.2
3787,KV9.1
3788,KV9.2
3790,KV9.3
7881,KVB1.3
388730,KVLA2788
3784,KVLQT1
7504,KX
79036,KXDL
51166,KYAT2
2806,KYAT4
2273,KYOT
800,LCAD
1374,LCPT1
2168,LFABP
3718,LJAK
5730,LPGDS
3936,LPLASTIN
64167,LRAP
6660,LSOX5
79083,L(1)3RK
6134,L10
4736,L10A
6175,L10E
124995,L10MT
6135,L11
6136,L12
28998,L13
23521,L13A
28998,L13MT
9045,L14
91057,L15
29088,L15MT
6139,L17
6141,L18
6142,L18A
23387,L19
10752,L1CAM2
79083,L1RK3
8496,L2
6144,L21
6146,L22
9349,L23
6147,L23A
6150,L23MRP
6152,L24
6154,L26
6155,L27
6157,L27A
6158,L28
6159,L29
51514,L2DTL
6122,L3
6156,L30
6160,L31
6161,L32
64983,L32MT
6164,L34
64981,L34MT
11224,L35
6165,L35A
25873,L36
6173,L36A
64979,L36MT
6167,L37
6168,L37A
6169,L38
6170,L39
54148,L39MT
6124,L4
7311,L40
6171,L41
740,L49MT
6125,L5
4071,L6
116441,L6D
6129,L7
6130,L7A
6132,L8
6133,L9
6741,LA
5473,LAPF4
6741,LA/SSB
9987,LAAUF1
7462,LAB
987,LAB300
84696,LABH1
11057,LABH2
171586,LABH3
11332,LACH1
641371,LACH2
27198,LACR1
90070,LACRITIN
2180,LACS
2180,LACS1
2180,LACS2
2182,LACS4
23305,LACS5
3925,LAG
10578,LAG2
10715,LAG1
30848,LAGE1
30848,LAGE1A
30848,LAGE1B
30848,LAGE1
246100,LAGE2A
1485,LAGE2B
84525,LAGY
147409,LAH
10123,LAK
11044,LAK1
11322,LAK4P
3988,LAL
57089,LALP1
9583,LALP70
7248,LAM
6402,LAM1
6402,LAM1
4125,LAMAN
51084,LAMBDACRY
4045,LAMP
968,LAMP4
9993,LAN
50489,LANGERIN
55227,LANO
8125,LANP
81611,LANPL
81611,LANPL
53,LAP
290,LAP1
26092,LAP1B
55914,LAP2
9583,LAP70
51056,LAPEP
84445,LAPSER1
9741,LAPTM4
6364,LARC
8718,LARD
23365,LARG
5936,LARK
23367,LARP
6741,LARP3
51520,LARS1
11019,LAS
55259,LAS1
162681,LAS2
54872,LAS21
3927,LASP1
10529,LASP2
9057,LAT2
8140,LAT1
9057,LAT3
23595,LATHEO
54900,LAX
604,LAZ3
26586,LB1
987,LBA
9881,LBA1
9138,LBCL2
21,LBM180
132884,LBN
7342,LBP1A
7024,LBP1C
29841,LBP32
29842,LBP9
10660,LBX1H
5778,LCPTP
10398,LC20
55353,LC27
84557,LC3
84557,LC3A
3936,LC64P
8655,LC8
1211,LCA
3000,LCA1
80184,LCA10
3614,LCA11
343035,LCA12
145226,LCA13
9227,LCA14
7287,LCA15
3769,LCA16
6121,LCA2
57096,LCA6
1406,LCA7
23418,LCA8
37,LCACD
33,LCAD
1212,LCB
10558,LCB1
9517,LCB2
9517,LCB2A
55304,LCB2B
6360,LCC1
51421,LCCP
23396,LCCS3
79071,LCE
3030,LCEH
3603,LCF
3973,LCGR
3030,LCHAD
57189,LCHN
22858,LCK2
219541,LCMR1
29991,LCN13
29989,LCN14
23588,LCP
25983,LCP5
4779,LCRF1
101059953,LCR16A9
51637,LCRP369
80312,LCX
7957,LD
7745,LD51
6348,LD78ALPHA
7957,LDE
5473,LDGF
160287,LDH6A
92483,LDH6B
92483,LDHL
7941,LDLPLA2
3949,LDLCQ2
1595,LDM
10404,LDP
9404,LDPL
89781,LE
266743,LEPAS
6627,LEA1
57817,LEAP1
116842,LEAP2
57817,LEAP1
6360,LEC
23266,LEC1
22859,LEC2
23284,LEC3
9526,LEC35
3576,LECT
399668,LED
11168,LEDGF
7044,LEFTA
7044,LEFTYA
10637,LEFTYB
352999,LEG1
3451,LEIF2C1
3448,LEIF2H
11005,LEKTI
163747,LEM
23141,LEM4
7112,LEMD4
2010,LEMD5
126549,LEMD6
23141,LEMD7
93273,LEMP1
4849,LENG2
353131,LEP1
26239,LEP10
353140,LEP11
353141,LEP12
353142,LEP13
353143,LEP14
353144,LEP15
84648,LEP16
353145,LEP17
254910,LEP18
353132,LEP2
353133,LEP3
353134,LEP4
353135,LEP5
55891,LEP503
353137,LEP6
100129271,LEP7
199834,LEP8
353139,LEP9
64175,LEPRECAN
10491,LEPREL3
55854,LEREPO4
2852,LERGU
2852,LERGU2
1949,LERK8
1942,LERK1
1947,LERK2
1944,LERK3
1945,LERK4
1948,LERK5
1943,LERK6
1946,LERK7
84894,LERN1
645191,LERN2
158038,LERN3
7852,LESTR
147650,LET7EH
135250,LETAL
11005,LETKI
2335,LETS
6402,LEU8
924,LEU9
10206,LEU5
6318,LEUPIN
23395,LEURS
51520,LEUS
3683,LFA1
6927,LFB1
6928,LFB3
345930,LFDH
23017,LFG
2907,LFG1
23017,LFG2
64114,LFG3
51643,LFG4
1729,LFHL1
9181,LFP40
55600,LFR
7157,LFS1
167410,LFT
27165,LGA
1178,LGALS10
388419,LGALS3BPL
3963,LGALS7A
3965,LGALS9A
7227,LGCR
353174,LGICZ
3996,LGL1
646962,LGLL338
859,LGMD1C
6442,LGMD2D
6444,LGMD2F
79147,LGMD2I
7273,LGMD2J
10585,LGMD2K
2218,LGMD2M
29954,LGMD2N
55624,LGMD2O
5641,LGMN1
29899,LGN
84514,LGP1
79132,LGP2
2492,LGR1
3973,LGR2
7253,LGR3
51557,LGS
1939,LGTN
9355,LH2
5351,LH1
5352,LH2
125336,LH2D1
8985,LH3
1081,LHA
3973,LHR
2798,LHRHR
26468,LHX6.1
431707,LHX7
7051,LI
7051,LI1
26154,LI2
6280,LIAG
129138,LIAR
400566,LIAT1
131578,LIB
29978,LIC2
51626,LIC3
26589,LIECG2
64129,LIECG3
153218,LIESP6
23017,LIFEGUARD
631,LIFLH
8419,LIFLL
26018,LIG1
8740,LIGHT
8764,LIGHTR
22992,LILINA
10611,LIM
3975,LIM1
3975,LIM1
11144,LIM15
3983,LIMATIN
22998,LIMCH1A
54923,LIME
3984,LIMK
950,LIMP2
950,LIMPII
80262,LIN10
79727,LIN28
149076,LIN29
55957,LIN37
131405,LIN41
5928,LIN53
55327,LIN7C
8825,LIN7A
64130,LIN7B
55327,LIN7C
10421,LIN1
8573,LIN2
131405,LIN41
100507027,LINCRAM
257000,LINC00036
441250,LINC00069
399668,LINC0086
27161,LINC00980
93082,LINCR
79931,LIND
51195,LINKGEFII
23049,LIP
66036,LIPSTYX
8500,LIP.1
114790,LIP1
302,LIP2
57060,LIP4
85406,LIP6
116840,LIP8
10647,LIPB
8091,LIPO
8500,LIPRIN
10871,LIR
10859,LIR1
10288,LIR2
11025,LIR3
11006,LIR5
11024,LIR6
11027,LIR7
10990,LIR8
10859,LIR1
10288,LIR2
11025,LIR3
11006,LIR5
11024,LIR6
11027,LIR7
10990,LIR8
353514,LIR9
80352,LIRF
5048,LIS1
51599,LISCH7
26046,LISTERIN
1641,LISX
8794,LIT
29965,LITAFL
25800,LIV1
3718,LJAK
64781,LK4
9665,LKAP
6794,LKB1
114790,LKB1IP
10365,LKLF
6359,LKN1
10157,LKRSDH
820,LL37
23187,LL5A
90102,LL5B
90102,LL5BETA
128602,LLC1
134957,LLGL3
9515,LLGL4
83606,LLN4
23659,LLPL
6187,LLREP3
29121,LLT1
90411,LMAN1IP
140545,LMBR2
6360,LMC
3004,LMET1
9665,LMKB
89782,LMNL1
22854,LMNT1
84628,LMNT2
1466,LMO5
22998,LMO7B
5699,LMP10
85315,LMPB1
729533,LMPIP
9625,LMR1
22853,LMR2
114783,LMR3
9625,LMTK1
52,LMWPTP
52,LMWPTP
4009,LMX1.1
4610,LMYC
79083,LN
552889,LNCSCA7
129787,LNCND
781,LNCRNAN3
10529,LNEBL
81607,LNIR
10019,LNK
81533,LNKN1
53905,LNOX1
50506,LNOX2
51203,LNP
23024,LNX3
29951,LNX4
57595,LNX5
84335,LOBE
100128569,LOC100128569
100129583,LOC100129583
100129792,LOC100129792
100130733,LOC100130733
100170765,LOC100170765
100170841,LOC100170841
121006,LOC121006
123688,LOC123688
124512,LOC124512
126661,LOC126661
129531,LOC129531
129881,LOC129881
130355,LOC130355
133491,LOC133491
134121,LOC134121
144983,LOC144983
145853,LOC145853
149643,LOC149643
150383,LOC150383
151194,LOC151194
162073,LOC162073
165186,LOC165186
196541,LOC196541
201725,LOC201725
220382,LOC220382
255275,LOC255275
257407,LOC257407
283152,LOC283152
283677,LOC283677
284371,LOC284371
285636,LOC285636
286144,LOC286144
338328,LOC338328
339778,LOC339778
339804,LOC339804
341346,LOC341346
342897,LOC342897
345222,LOC345222
345630,LOC345630
374920,LOC374920
374973,LOC374973
387715,LOC387715
387804,LOC387804
387856,LOC387856
388135,LOC388135
388327,LOC388327
388381,LOC388381
388610,LOC388610
388789,LOC388789
388963,LOC388963
389073,LOC389073
391356,LOC391356
399888,LOC399888
399947,LOC399947
400451,LOC400451
400566,LOC400566
402665,LOC402665
440087,LOC440087
440145,LOC440145
440348,LOC440348
440585,LOC440585
441054,LOC441054
441150,LOC441150
441376,LOC441376
492311,LOC492311
51035,LOC51035
51149,LOC51149
51236,LOC51236
51252,LOC51252
51491,LOC51491
54103,LOC54103
54932,LOC54932
57722,LOC57722
606495,LOC606495
619208,LOC619208
643338,LOC643338
644994,LOC644994
645811,LOC645811
646174,LOC646174
646892,LOC646892
653319,LOC653319
102724536,LOC728008
728591,LOC728591
728621,LOC728621
728858,LOC728858
84645,LOC84645
90113,LOC90113
91893,LOC91893
92154,LOC92154
93082,LOC93082
399947,LOH11CR1A
23235,LOH11CR1I
54682,LOH12CR3
118426,LOH1CR12
6793,LOK
4016,LOL
9361,LONHS
83752,LONP
83752,LONPL
114902,LORD
10157,LORSDH
286753,LOST1
5325,LOT1
4973,LOX1
84171,LOXC
4016,LOXL
23566,LPA3
4018,LP(A)
6175,LP0
6176,LP1
6181,LP2
84179,LP2561
55739,LP3298
91647,LP3663
1902,LPA1
9170,LPA2
23566,LPA3
2846,LPA4
57121,LPA5
10554,LPAATALPHA
10555,LPAATBETA
56895,LPAATDELTA
55326,LPAATE
55326,LPAATEPSILON
254531,LPAATETA
56894,LPAATGAMMA
84803,LPAATTHETA
137964,LPAATZETA
5790,LPAP
9159,LPC
25983,LPD2
149998,LPDL
200879,LPDLR
154141,LPEAT1
254531,LPEAT2
7069,LPGP
5443,LPH
10648,LPHA
10647,LPHB
4246,LPHC
23428,LPIPC1
79143,LPIAT
51268,LPIPOX
10434,LPL1
92747,LPLUNC1
80341,LPLUNC2
359710,LPLUNC3
149954,LPLUNC4
128859,LPLUNC6
8541,LPNA3
8611,LPP1
8612,LPP2
8613,LPP3
130120,LPPM429
54886,LPPR1
64748,LPPR2
79948,LPPR3
9890,LPPR4
163404,LPPR5
53345,LPR4
11272,LPRP
8991,LPSB
54984,LPTL
6375,LPTN
54984,LPTS
23381,LPTSRP1
23381,LPTSRP1
84726,LQFBS1
3784,LQT1
6330,LQT10
10142,LQT11
6640,LQT12
3762,LQT13
6331,LQT3
3753,LQT5
9992,LQT6
3759,LQT7
775,LQT8
859,LQT9
6653,LR11
4041,LR3
28959,LR8
143458,LRAD3
10446,LRANK1
64167,LRAP
23625,LRAP25
541468,LRAP35A
4598,LRBP
153222,LRF
116844,LRG
345611,LRG47
345611,LRG47
5026,LRH1
3921,LRP
4037,LRP3
4038,LRP4
7804,LRP8
53353,LRPDIT
10128,LRP130
116135,LRP15
28992,LRP16
4035,LRP1A
26020,LRP9
10233,LRPB7
8624,LRPC21
53353,LRPDIT
2491,LRPR1
122769,LRR1
376132,LRRC10A
9684,LRRC14A
441381,LRRC14OS
146206,LRRC16C
344657,LRRC64
9258,LRRC65
755,LRRC76
23639,LRTP
1776,LSD
23028,LSD1
221656,LSD2
440503,LSDA5
440503,LSDP5
54414,LSE
339390,LSECTIN
6402,LSEL
7024,LSF
25792,LSFR1
57171,LSFR2
3070,LSH
3972,LSHB
10332,LSIGN
3662,LSIRF
4145,LSK
6320,LSLCL
149986,LSM13
80153,LSM16
6693,LSN
55787,LSR5
91748,LSR68
55425,LSR7
10164,LSST
7940,LST1
57645,LST003
55154,LST005
338821,LST3
64223,LST8
4049,LT
57216,LTAP
1241,LTB4R1
8425,LTBP4
8425,LTBP4L
8740,LTG
4298,LTG19
83597,LTM1
4308,LTRPC1
7226,LTRPC2
80036,LTRPC3
29850,LTRPC5
54822,LTRPC7
57595,LU1
117156,LU103
92304,LU105
55692,LUC7
51747,LUC7A
55692,LUC7B1
51631,LUC7B2
7869,LUCA1
8692,LUCA2
8372,LUCA3
3373,LUCA1
8372,LUCA14
10181,LUCA15
8692,LUCA2
3576,LUCT
163590,LULL1
79188,LUMA
10488,LUMAN
10210,LUN
51297,LUNX
57720,LUSTR1
56927,LUSTR2
7798,LUZP
399967,LVLF3112
23209,LVM
100506164,LW1
2358,LXA4R
5918,LXNL
10062,LXRA
7376,LXRB
397,LYGDI
114836,LY108
57864,LY110
29760,LY57
58530,LY6D
2765,LY6DL
57152,LY6LS
4072,LY74
4064,LY78
206358,LYAAT1
6402,LYAM1
971,LYB2
57151,LYC1
84569,LYC2
124912,LYC3
131375,LYC4
389852,LYC5
28974,LYDG10
10320,LYF1
254773,LYGH
2852,LYGPR
3702,LYK
92335,LYK5
3576,LYNAP
26191,LYP
26191,LYP1
26191,LYP2
130576,LYPD7
92140,LYRIC
57001,LYRM10
4715,LYRM3
4700,LYRM6
644096,LYRM8
132949,LYS2
60496,LYS5
54947,LYSOPAFAT
11262,LYSP100A
11262,LYSP100B
26960,LYST2
4791,LYT10
10894,LYVE1
124912,LYZL3
389852,LYZL5
729201,LYZL5B
3906,LYZL7
29123,LZ16
80279,LZAP
10488,LZIP
9175,LZK
79893,LZK1
170392,LZP
8216,LZTR1
23138,LZTS4
11194,MABC1
23456,MABC2
151306,MBAR
1375,MCPT1
1435,MCSF
5375,MFABP
22808,MRAS
23164,MRIP
9723,MSEMAK
100507027,M1
27299,M12.219
9332,M130
283316,M160
55320,M18BP1
84300,M19
3959,M2BP
10951,M31
203068,M40
8771,M68
56339,M6A
2824,M6B
3482,M6PR
10159,M89
58986,M83
27335,M9
8992,M9.2
22823,M96
9240,MA1
10687,MA2
29944,MA3
29944,MA5
2954,MAAI
57535,MABA1
11194,MABC1
3684,MAC1
3958,MAC2
3959,MAC2BP
3490,MAC25
27346,MAC30
6280,MAC387
8174,MACAM1
23499,MACF
667,MACF2
93663,MACGAP
841,MACH
65108,MACMARCKS
54834,MACROD3
9555,MACROH2A1.2
55506,MACROH2A2
968,MACROSIALIN
116285,MACS1
270,MAD
4792,MAD3
4084,MAD1
4085,MAD2
10459,MAD2B
83463,MAD3
701,MAD3L
10608,MAD4
23269,MAD5
4335,MAD6
6945,MAD7
4000,MADA
4665,MADER
102,MADM
85437,MADP1
85437,MADP1
4086,MADR1
4087,MADR2
10219,MAFAL
114907,MAFBX
79137,MAG2
84803,MAG1
4110,MAGE11
4105,MAGE3B
4103,MAGE41
347541,MAGEB5
158809,MAGEB6
9947,MAGEC1
51438,MAGEC2
139081,MAGEC3
10916,MAGED2
7216,MAGED3
728239,MAGEE1
4103,MAGEX2
4112,MAGEXP
4113,MAGEXP2
728239,MAGE1
266740,MAGE2
4105,MAGE3B
4103,MAGE4A
4103,MAGE4B
4110,MAGEA11
4101,MAGEA2A
158809,MAGEB6A
10916,MAGED
7216,MAGED3
56160,MAGEG1
4112,MAGEL1
56160,MAGEL3
9223,MAGI1
9863,MAGI2
260425,MAGI3
80306,MAGICIN
51025,MAGMAS
4116,MAGOH1
4116,MAGOHA
4237,MAGP
4237,MAGP1
8076,MAGP2
2954,MAI
64332,MAIL
23087,MAIR
55003,MAK11
84549,MAK16L
122830,MAK3
122830,MAK3P
9472,MAKAP
8825,MALS1
64130,MALS2
55327,MALS3
330,MALT2
9794,MAM1
55534,MAM2
84441,MAM3
266727,MAMDC3
23592,MAN1
10905,MAN1B
11253,MANAER
4122,MANA2X
79694,MANDASELIN
130074,MANI
6692,MANSC2
84918,MANSC3
64112,MAP1
10615,MAP126
10158,MAP17
84557,MAP1ALC3
84557,MAP1BLC3
254042,MAP1D
4133,MAP2A
4133,MAP2B
4133,MAP2C
57551,MAP3K16
9344,MAP3K17
51347,MAP3K18
50488,MAP4K6
4131,MAP5
4135,MAP6N
55201,MAP8
8888,MAP80
4241,MAP97
126364,MAPA
8649,MAPBP
28956,MAPBPIP
79697,MAPJD
5594,MAPK2
7867,MAPKAP3
5604,MAPKK1
5606,MAPKK3
5607,MAPKK5
5608,MAPKK6
4214,MAPKKK1
4215,MAPKKK3
4216,MAPKKK4
4217,MAPKKK5
9064,MAPKKK6
8491,MAPKKKK3
28956,MAPKSP1AP
79594,MAPL
8125,MAPM
8125,MAPMODULIN
57600,MAPO1
90529,MAPO2
246744,MAPTIT
10614,MAQ1
3659,MAR
26071,MAR8A
441518,MAR8B
8933,MAR8C
6354,MARC
55016,MARCHI
51257,MARCHII
115123,MARCHIII
57574,MARCHIV
54708,MARCHV
10299,MARCHVI
64844,MARCHVII
220972,MARCHVIII
162333,MARCHX
441061,MARCHXI
8131,MARE
9927,MARF
4139,MARK
57551,MARKK
152789,MARLIN1
200539,MARP3
5414,MART
55733,MART2
2315,MART1
55733,MART2
203430,MART3
340595,MART4
340526,MART5
84247,MART6
23641,MART7
8933,MART8
57529,MART9
116511,MASL
9804,MAS20
58478,MASA
54882,MASK
54882,MASK1
26057,MASK2
9258,MASL1
5648,MASP
5268,MASPIN
2200,MASS
11092,MAST
23139,MAST205
8404,MAST9
284358,MASTR
4143,MAT
56052,MAT1
5349,MAT8
4331,MAT1
8682,MAT1H
55726,MAT89BB
4143,MATA1
4144,MATA2
55244,MATE1
146802,MATE2
146802,MATE2K
126206,MATER
474,MATH1
63974,MATH2
58158,MATH3
474,MATH1
63973,MATH4A
50674,MATH4B
4762,MATH4C
220202,MATH5
4144,MATII
27430,MATIIBETA
55233,MATS1
84283,MATT
23383,MAU2
23383,MAU2L
11275,MAV
64081,MAWBP
11171,MAWD
64081,MAWDBP
23376,MAXER
83593,MAXP1
23598,MAZR
973,MB1
5693,MB1
4675,MB20
9970,MB67
1645,MBAB
23344,MBC2
374882,MBC3205
11321,MBDIN
3736,MBK1
10150,MBLL
10150,MBLL39
84108,MBLR
55796,MBLX39
57467,MBOAT3
3096,MBP1
3097,MBP2
10394,MBP2
10394,MBPH
706,MBR
91304,MBRL
4659,MBS
54776,MBS85
5657,MBT
55796,MBXL
4159,MC3
960,MC56
54765,MC7
284021,MCA32
34,MCAD
34,MCADH
6347,MCAF
11004,MCAK
824,MCANP
23476,MCAP
27063,MCARP
83878,MCC2
56922,MCCA
64087,MCCB
23417,MCD
962,MCD48
8832,MCD84
1646,MCDR2
27125,MCEF
6098,MCF3
3998,MCFD1
55972,MCFP
57060,MCG10
3338,MCG18
7542,MCG4
3562,MCGF
5367,MCH
2847,MCH1R
839,MCH2
84539,MCH2R
840,MCH3
843,MCH4
841,MCH5
842,MCH6
345643,MCI
7804,MCI1
6358,MCIF
29103,MCJ
4582,MCKD
338339,MCL
4170,MCL1
23155,MCLC
79892,MCMBP
6722,MCM1
8754,MCMP
8038,MCMPMLTNA
1786,MCMT
6469,MCOPCB5
822,MCP
6347,MCP1
729230,MCP1R
6355,MCP2
6354,MCP3
6357,MCP4
6347,MCP1
6354,MCP3
6491,MCPH7
22995,MCPH9
80149,MCPIP1
340554,MCPIP2
85463,MCPIP3
340152,MCPIP4
64682,MCPR
348262,MCRIP
10445,MCRS2
114789,MCSC
1435,MCSF
2879,MCSP
1464,MCSPG
6566,MCT
28985,MCT1
6566,MCT1
117247,MCT10
162515,MCT11
387700,MCT12
201232,MCT13
151473,MCT14
9194,MCT2
9123,MCT3
9122,MCT4
9121,MCT5
9120,MCT6
9120,MCT7
6567,MCT8
220963,MCT9
9450,MD1
23643,MD2
26190,MD6
64135,MDA5
11009,MDA7
6386,MDA9
29949,MDA1
64135,MDA5
147744,MDAC1
29,MDB
6367,MDC
25816,MDC3.13
10863,MDCLM
10863,MDCLS
8751,MDC15
79147,MDC1C
53616,MDC2
8745,MDC3
23556,MDC4
8754,MDC9
55794,MDDX28
40,MDEG
29969,MDFIC1
4350,MDG
5473,MDGF
84864,MDIG
23601,MDL1
57152,MDM
51499,MDM35
4194,MDMX
56953,MDN
3576,MDNCF
167838,MDP77
1760,MDPK
4904,MDRNF1
23158,MDR1
643,MDR15
5244,MDR2
706,MDRC
56987,MDS001
56984,MDS003
56985,MDS006
56986,MDS009
56983,MDS010
60492,MDS011
60491,MDS015
60490,MDS018
60489,MDS019
60488,MDS023
60487,MDS024
60492,MDS025
55844,MDS026
55845,MDS027
55846,MDS028
55847,MDS029
55848,MDS030
79868,MDS031
55850,MDS032
2122,MDS1EVI1
56983,MDSRP
51109,MDT1
8266,MDY2
8915,ME10
967,ME491
2802,MEA2
10724,MEA5
4253,MEA6
55929,MEAF2
10933,MEAF3
54556,MEAF4
56477,MEC
545,MEC1
79969,MEC17
1298,MED
55588,MED2
9442,MED3
9862,MED5
84935,MEDA4
51237,MEDA7
2000,MEF
50804,MEF2
23089,MEF3L
5780,MEG2
391723,MEGANE
9901,MEGAP
2196,MEGF1
1951,MEGF2
1952,MEGF3
6585,MEGF4
6586,MEGF5
4038,MEGF7
8710,MEGSIN
58530,MEGT1
119392,MEI5
5604,MEK1
5605,MEK2
5606,MEK3
6416,MEK4
5607,MEK5
5608,MEK6
5132,MEKA
4214,MEKK
4294,MEKK10
4296,MEKK11
7786,MEKK12
9175,MEKK13
10746,MEKK2B
9064,MEKK6
6885,MEKK7
1326,MEKK8
4293,MEKK9
7703,MEL18
4543,MEL1AR
1464,MELCSPG
63976,MEL1
9248,MEL1C
94233,MELANOPSIN
1994,MELG
55737,MEM3
5411,MEMA
214,MEMD
51072,MEMO
8178,MEN
55740,MENA
54964,MENT
83930,MENTHO
79084,MEP50
5276,MEPI
10461,MER
164045,MER3
10935,MER5
29086,MERIT40
4771,MERLIN
114049,MERM1
54749,MERP1
54749,MERP1
55143,MESRGP
3004,MET1
64210,MET18
23173,METAP1A
254042,METAP1L
9510,METH1
11095,METH2
55798,METL
6419,METNASE
4141,METRS
339175,METTL2
51093,METTL25B
151112,MEX
10482,MEX67
2237,MF1
158835,MFAT
3295,MFE2
4240,MFGE8
2303,MFH1
140885,MFR
51312,MFRN
51312,MFRN1
28982,MFSD7B
55640,MFSD7C
81034,MFTC
2734,MG160
727897,MG1
25939,MG11
4589,MG2
284612,MG29
7837,MG50
493829,MG53
64840,MG61
80207,MGA3
55624,MGAT1.2
8763,MGC24
321,MGC:14091
9013,MGC:39976
23551,MGC:4834
6878,MGC:8964
134510,MGC10067
255520,MGC10084
54498,MGC1010
282991,MGC10120
94239,MGC10170
201965,MGC10198
220134,MGC10200
126133,MGC10204
55884,MGC10210
219899,MGC10233
91801,MGC10235
6836,MGC102753
2068,MGC102762
54843,MGC102768
9730,MGC102804
26521,MGC102866
400451,MGC102891
2256,MGC102953
80765,MGC10327
80772,MGC10334
54148,MGC104174
64147,MGC104186
9611,MGC104216
3150,MGC104230
7138,MGC104241
1984,MGC104255
6144,MGC104274
6144,MGC104275
3557,MGC10430
79171,MGC10433
640,MGC10442
130355,MGC104437
90639,MGC104475
4643,MGC104638
90835,MGC104706
81576,MGC10471
339229,MGC104712
54926,MGC10481
112936,MGC10485
11276,MGC104959
83719,MGC10500
4110,MGC10511
