entrez_id,bioentities
11228,MAP3K
9182,MAP3K
644943,MAP3K
23179,MAP3K
5863,MAP3K
57139,MAP3K
387,MAP3K
388,MAP3K
389,MAP3K
6093,MAP3K
9475,MAP3K
6464,MAP3K
25759,MAP3K
53358,MAP3K
399694,MAP3K
6288,MAP3K
6289,MAP3K
6291,MAP3K
5914,MAP3K
5915,MAP3K
5916,MAP3K
5989,MAP3K
5990,MAP3K
5991,MAP3K
5992,MAP3K
5993,MAP3K
222546,MAP3K
64864,MAP3K
731220,MAP3K
4919,MAP3K
4920,MAP3K
6256,MAP3K
6257,MAP3K
6258,MAP3K
388697,MAP3K
6271,MAP3K
6281,MAP3K
6282,MAP3K
6283,MAP3K
6284,MAP3K
57402,MAP3K
140576,MAP3K
6273,MAP3K
6274,MAP3K
6275,MAP3K
6276,MAP3K
6277,MAP3K
6278,MAP3K
338324,MAP3K
6279,MAP3K
6280,MAP3K
126637,MAP3K
1901,MAP3K
9294,MAP3K
1903,MAP3K
8698,MAP3K
53637,MAP3K
6319,MAP3K
79966,MAP3K
1992,MAP3K
5055,MAP3K
6317,MAP3K
6318,MAP3K
5268,MAP3K
5269,MAP3K
8710,MAP3K
5271,MAP3K
5272,MAP3K
5273,MAP3K
89778,MAP3K
89777,MAP3K
5275,MAP3K
6513,MAP3K
6514,MAP3K
6515,MAP3K
6517,MAP3K
6518,MAP3K
11182,MAP3K
155184,MAP3K
29988,MAP3K
56606,MAP3K
81031,MAP3K
66035,MAP3K
154091,MAP3K
144195,MAP3K
4086,MAP3K
4089,MAP3K
4090,MAP3K
4091,MAP3K
4092,MAP3K
4093,MAP3K
5981,MAP3K
5982,MAP3K
5983,MAP3K
5984,MAP3K
5985,MAP3K
25885,MAP3K
84172,MAP3K
9533,MAP3K
51082,MAP3K
5430,MAP3K
5431,MAP3K
5432,MAP3K
5433,MAP3K
5434,MAP3K
5435,MAP3K
5436,MAP3K
5437,MAP3K
5438,MAP3K
5439,MAP3K
246721,MAP3K
5440,MAP3K
5441,MAP3K
487,MAP3K
488,MAP3K
489,MAP3K
396,MAP3K
397,MAP3K
398,MAP3K
6117,MAP3K
6118,MAP3K
6119,MAP3K
6401,MAP3K
6402,MAP3K
6403,MAP3K
5606,MAP2K
6416,MAP2K
5607,MAP2K
5608,MAP2K
5609,MAP2K
4312,MAP2K
4313,MAP2K
4314,MAP2K
4316,MAP2K
4317,MAP2K
4318,MAP2K
4319,MAP2K
4320,MAP2K
4321,MAP2K
4322,MAP2K
4323,MAP2K
4324,MAP2K
4325,MAP2K
4326,MAP2K
4327,MAP2K
9313,MAP2K
118856,MAP2K
8510,MAP2K
10893,MAP2K
64386,MAP2K
64386,MAP2K
64066,MAP2K
79148,MAP2K
5604,MAP2K
5605,MAP2K
4619,MAP2K
4628,MAP2K
4629,MAP2K
8735,MAP2K
79784,MAP2K
22989,MAP2K
4620,MAP2K
4621,MAP2K
4622,MAP2K
4624,MAP2K
4625,MAP2K
57644,MAP2K
4626,MAP2K
4627,MAP2K
4644,MAP2K
79109,MAP2K
2475,MAP2K
253260,MAP2K
64223,MAP2K
2475,MAP2K
57521,MAP2K
84557,MAP1LC3
81631,MAP1LC3
643246,MAP1LC3
440738,MAP1LC3
4094,MAF
389692,MAF
9935,MAF
23764,MAF
4097,MAF
7975,MAF
727,MAC
729,MAC
730,MAC
731,MAC
732,MAC
733,MAC
735,MAC
1081,LH
3972,LH
3939,LDH
3945,LDH
3948,LDH
3909,Laminin_332
3914,Laminin_332
3918,Laminin_332
284217,Laminin_111
3912,Laminin_111
3915,Laminin_111
8844,KSR
283455,KSR
3816,KLK
5655,KLK
11012,KLK
43849,KLK
26085,KLK
43847,KLK
55554,KLK
3817,KLK
354,KLK
9622,KLK
25818,KLK
5653,KLK
5650,KLK
11202,KLK
284366,KLK
3818,KLK
699,Kinetochore
701,Kinetochore
9184,Kinetochore
1060,Kinetochore
1062,Kinetochore
1063,Kinetochore
64946,Kinetochore
10540,Kinetochore
3835,Kinetochore
4085,Kinetochore
5048,Kinetochore
5663,Kinetochore
5664,Kinetochore
8243,Kinetochore
10910,Kinetochore
6612,Kinetochore
9183,Kinetochore
3725,JUN_family
3726,JUN_family
3727,JUN_family
5599,JNK
5601,JNK
5602,JNK
3716,JAK
3717,JAK
3718,JAK
7297,JAK
79192,IRX
153572,IRX
79191,IRX
50805,IRX
10265,IRX
79190,IRX
283078,IRX
3667,IRS
8660,IRS
8471,IRS
3459,Interferon_gamma_receptor
3460,Interferon_gamma_receptor
56832,Interferon
3467,Interferon
3592,Interferon
3593,Interferon
3552,Interferon
3553,Interferon
3439,Interferon
3440,Interferon
3441,Interferon
3442,Interferon
3443,Interferon
3444,Interferon
3445,Interferon
3446,Interferon
3447,Interferon
3448,Interferon
3449,Interferon
3451,Interferon
3452,Interferon
3456,Interferon
3484,Interferon
3485,Interferon
3486,Interferon
3487,Interferon
3488,Interferon
3489,Interferon
3490,Interferon
1147,Interferon
3551,Interferon
8517,Interferon
9641,Interferon
29110,Interferon
1147,Interferon
3551,Interferon
8517,Interferon
1147,Interferon
3551,Interferon
8517,Interferon
3480,INSR
3643,INSR
3645,INSR
3630,INS
3623,Inhibin_B
3625,Inhibin_B
3623,Inhibin_A
3624,Inhibin_A
3623,Inhibin
3624,Inhibin
3623,Inhibin
3625,Inhibin
3716,Inhibin
3717,Inhibin
3718,Inhibin
7297,Inhibin
56832,Inhibin
3467,Inhibin
3480,Inhibin
3630,Inhibin
3643,Inhibin
3645,Inhibin
3667,Inhibin
8660,Inhibin
8471,Inhibin
79192,Inhibin
153572,Inhibin
79191,Inhibin
50805,Inhibin
10265,Inhibin
79190,Inhibin
283078,Inhibin
3459,Inhibin
3460,Inhibin
3592,IL12
3593,IL12
3552,IL1
3553,IL1
1147,IKK_family
3551,IKK_family
8517,IKK_family
9641,IKK_family
29110,IKK_family
1147,IKK_complex
3551,IKK_complex
8517,IKK_complex
1147,IKK
3551,IKK
8517,IKK
3484,IGFBP
3485,IGFBP
3486,IGFBP
3487,IGFBP
3488,IGFBP
3489,IGFBP
3490,IGFBP
3456,IFNB
3439,IFNA
3440,IFNA
3441,IFNA
3442,IFNA
3443,IFNA
3444,IFNA
3445,IFNA
3446,IFNA
3447,IFNA
3448,IFNA
3449,IFNA
3451,IFNA
3452,IFNA
3315,HSPB
3316,HSPB
26353,HSPB
259217,HSPA
116835,HSPA
6782,HSPA
51182,HSPA
3303,HSPA
3304,HSPA
3305,HSPA
3306,HSPA
3308,HSPA
22824,HSPA
3309,HSPA
3310,HSPA
3312,HSPA
3313,HSPA
10808,HSPA
10525,HSPA
3320,HSP90AA
3326,HSP90A
3320,HSP90A
259217,HSP90A
116835,HSP90A
6782,HSP90A
51182,HSP90A
3303,HSP90A
3304,HSP90A
3305,HSP90A
3306,HSP90A
3308,HSP90A
22824,HSP90A
3309,HSP90A
3310,HSP90A
3312,HSP90A
3313,HSP90A
10808,HSP90A
10525,HSP90A
3315,HSP90A
3316,HSP90A
26353,HSP90A
7184,HSP90
10131,HSP90
3326,HSP90
3162,HMOX
3163,HMOX
3122,HLA_DR
3123,HLA_DR
3123,HLA_DR
3123,HLA_DR
3127,HLA_DR
8369,Histone_H4
8290,Histone_H3
440093,Histone_H3
255626,Histone_H2B
3018,Histone_H2B
3017,Histone_H2B
8345,Histone_H2B
8970,Histone_H2B
85236,Histone_H2B
8340,Histone_H2B
8342,Histone_H2B
8341,Histone_H2B
8348,Histone_H2B
8338,Histone_H2B
8338,Histone_H2B
8349,Histone_H2B
440689,Histone_H2B
128312,Histone_H2B
54145,Histone_H2B
286436,Histone_H2B
158983,Histone_H2B
474382,Histone_H2A
55766,Histone_H2A
94239,Histone_H2A
3014,Histone_H2A
9555,Histone_H2A
55506,Histone_H2A
3015,Histone_H2A
221613,Histone_H2A
8334,Histone_H2A
3013,Histone_H2A
85235,Histone_H2A
8331,Histone_H2A
317772,Histone_H2A
8338,Histone_H2A
92815,Histone_H2A
3005,Histone_H1
132243,Histone_H1
8971,Histone_H1
3024,Histone_H1
3009,Histone_H1
3006,Histone_H1
3007,Histone_H1
3008,Histone_H1
3010,Histone_H1
341567,Histone_H1
7184,Histone
10131,Histone
3005,Histone
132243,Histone
8971,Histone
3024,Histone
3009,Histone
3006,Histone
3007,Histone
3008,Histone
3010,Histone
341567,Histone
474382,Histone
55766,Histone
94239,Histone
3014,Histone
9555,Histone
55506,Histone
3015,Histone
221613,Histone
8334,Histone
3013,Histone
85235,Histone
8331,Histone
317772,Histone
8338,Histone
92815,Histone
255626,Histone
3018,Histone
3017,Histone
8345,Histone
8970,Histone
85236,Histone
8340,Histone
8342,Histone
8341,Histone
8348,Histone
8338,Histone
8338,Histone
8349,Histone
440689,Histone
128312,Histone
54145,Histone
286436,Histone
158983,Histone
8290,Histone
440093,Histone
8369,Histone
3122,Histone
3123,Histone
3123,Histone
3123,Histone
3127,Histone
3162,Histone
3163,Histone
3091,HIF1
405,HIF1
405,HIF_beta
9915,HIF_beta
406,HIF_beta
3091,HIF_alpha
2034,HIF_alpha
64344,HIF_alpha
3091,HIF
405,HIF
3091,HIF
2034,HIF
64344,HIF
405,HIF
9915,HIF
406,HIF
3280,HES
54626,HES
390992,HES
57801,HES
388585,HES
55502,HES
84667,HES
3039,Hemoglobin
3040,Hemoglobin
3043,Hemoglobin
3045,Hemoglobin
3046,Hemoglobin
3047,Hemoglobin
3048,Hemoglobin
3042,Hemoglobin
3049,Hemoglobin
3050,Hemoglobin
50846,Hedgehog
3549,Hedgehog
6469,Hedgehog
213,HDL
335,HDL
336,HDL
348,HDL
1191,HDL
79885,HDAC_IV
23411,HDAC_III
22933,HDAC_III
23410,HDAC_III
23409,HDAC_III
23408,HDAC_III
51548,HDAC_III
51547,HDAC_III
9759,HDAC_II
10014,HDAC_II
51564,HDAC_II
9734,HDAC_II
10013,HDAC_II
83933,HDAC_II
3065,HDAC_I
3066,HDAC_I
8841,HDAC_I
55869,HDAC_I
3065,HDAC
3066,HDAC
8841,HDAC
55869,HDAC
9759,HDAC
10014,HDAC
51564,HDAC
9734,HDAC
10013,HDAC
83933,HDAC
23411,HDAC
22933,HDAC
23410,HDAC
23409,HDAC
23408,HDAC
51548,HDAC
51547,HDAC
79885,HDAC
50846,HDAC
3549,HDAC
6469,HDAC
3280,HDAC
54626,HDAC
390992,HDAC
57801,HDAC
388585,HDAC
55502,HDAC
84667,HDAC
213,HDAC
335,HDAC
336,HDAC
348,HDAC
1191,HDAC
3039,HDAC
3040,HDAC
3043,HDAC
3045,HDAC
3046,HDAC
3047,HDAC
3048,HDAC
3042,HDAC
3049,HDAC
3050,HDAC
1081,hCG
1082,hCG
2997,GYS
2998,GYS
2984,GUCY
3000,GUCY
2986,GUCY
4881,GUCY
4882,GUCY
2962,GTF2F
2963,GTF2F
2960,GTF2E
2961,GTF2E
2938,GST
2939,GST
2940,GST
2941,GST
221357,GST
373156,GST
2944,GST
2946,GST
2947,GST
2948,GST
2949,GST
9446,GST
119391,GST
2950,GST
2950,GST
2953,GST
2954,GST
653689,GST
2931,GSK3
2932,GSK3
2911,GRM
2912,GRM
2913,GRM
2914,GRM
2915,GRM
2916,GRM
2917,GRM
2918,GRM
6011,GRK
2868,GRK
2869,GRK
2870,GRK
131890,GRK
207,GRK
208,GRK
10000,GRK
156,GRK
157,GRK
216,GRK
8854,GRK
220,GRK
217,GRK
218,GRK
224,GRK
221,GRK
7915,GRK
501,GRK
223,GRK
226,GRK
229,GRK
230,GRK
2890,GRIA
2891,GRIA
2892,GRIA
2893,GRIA
2876,GPX
2877,GPX
2878,GPX
2879,GPX
2880,GPX
257202,GPX
2882,GPX
493869,GPX
8733,GPIT
10026,GPIT
94005,GPIT
51604,GPIT
128869,GPIT
2811,GPIb_IX_V
2812,GPIb_IX_V
2814,GPIb_IX_V
2815,GPIb_IX_V
2623,GATA
2624,GATA
2625,GATA
2626,GATA
140628,GATA
2627,GATA
558,GAS6_receptor
10461,GAS6_receptor
7301,GAS6_receptor
51107,Gamma_secretase
5663,Gamma_secretase
55851,Gamma_secretase
2554,GABR
2555,GABR
2556,GABR
2557,GABR
2558,GABR
2559,GABR
2560,GABR
2561,GABR
2562,GABR
2563,GABR
2564,GABR
2565,GABR
2566,GABR
2567,GABR
2568,GABR
55879,GABR
2569,GABR
2570,GABR
200959,GABR
2778,G_s_alpha
2774,G_s_alpha
2931,G_s
2932,G_s
2778,G_s
2774,G_s
2997,G_s
2998,G_s
1081,G_s
1082,G_s
2554,G_s
2555,G_s
2556,G_s
2557,G_s
2558,G_s
2559,G_s
2560,G_s
2561,G_s
2562,G_s
2563,G_s
2564,G_s
2565,G_s
2566,G_s
2567,G_s
2568,G_s
55879,G_s
2569,G_s
2570,G_s
200959,G_s
558,G_s
10461,G_s
7301,G_s
2623,G_s
2624,G_s
2625,G_s
2626,G_s
140628,G_s
2627,G_s
2876,G_s
2877,G_s
2878,G_s
2879,G_s
2880,G_s
257202,G_s
2882,G_s
493869,G_s
2890,G_s
2891,G_s
2892,G_s
2893,G_s
6011,G_s
2868,G_s
2869,G_s
2870,G_s
131890,G_s
2911,G_s
2912,G_s
2913,G_s
2914,G_s
2915,G_s
2916,G_s
2917,G_s
2918,G_s
2938,G_s
2939,G_s
2940,G_s
2941,G_s
221357,G_s
373156,G_s
2944,G_s
2946,G_s
2947,G_s
2948,G_s
2949,G_s
9446,G_s
119391,G_s
2950,G_s
2950,G_s
2953,G_s
2954,G_s
653689,G_s
2984,G_s
3000,G_s
2986,G_s
4881,G_s
4882,G_s
51107,G_s
5663,G_s
55851,G_s
8733,G_s
10026,G_s
94005,G_s
51604,G_s
128869,G_s
2960,G_s
2961,G_s
2962,G_s
2963,G_s
2811,G_s
2812,G_s
2814,G_s
2815,G_s
2776,G_q_alpha
2767,G_q_alpha
9630,G_q_alpha
2769,G_q_alpha
2776,G_q
2767,G_q
9630,G_q
2769,G_q
2775,G_i_alpha
2770,G_i_alpha
2771,G_i_alpha
2773,G_i_alpha
2779,G_i_alpha
2780,G_i_alpha
346562,G_i_alpha
2781,G_i_alpha
2775,G_i
2770,G_i
2771,G_i
2773,G_i
2779,G_i
2780,G_i
346562,G_i
2781,G_i
2790,G_gamma
2791,G_gamma
55970,G_gamma
51764,G_gamma
54331,G_gamma
2785,G_gamma
2786,G_gamma
2787,G_gamma
2788,G_gamma
94235,G_gamma
2792,G_gamma
2793,G_gamma
2782,G_beta
2783,G_beta
2784,G_beta
59345,G_beta
10681,G_beta
2768,G_12_alpha
10672,G_12_alpha
2768,G_12
10672,G_12
2782,G_12
2783,G_12
2784,G_12
59345,G_12
10681,G_12
2790,G_12
2791,G_12
55970,G_12
51764,G_12
54331,G_12
2785,G_12
2786,G_12
2787,G_12
2788,G_12
94235,G_12
2792,G_12
2793,G_12
8321,FZD
11211,FZD
2535,FZD
7976,FZD
8322,FZD
7855,FZD
8323,FZD
8324,FZD
8325,FZD
8326,FZD
1081,FSH
2488,FSH
8321,Frizzled
2535,Frizzled
7976,Frizzled
8322,Frizzled
7855,Frizzled
8323,Frizzled
8324,Frizzled
8325,Frizzled
8326,Frizzled
11211,Frizzled
2308,FOXO
2309,FOXO
4303,FOXO
100132074,FOXO
2353,FOS_family
2354,FOS_family
8061,FOS_family
2355,FOS_family
2339,FNT
2342,FNT
23769,FLRT
23768,FLRT
23767,FLRT
10211,FLOT
2319,FLOT
2243,Fibrinogen
2244,Fibrinogen
2266,Fibrinogen
2260,FGFR
2263,FGFR
2261,FGFR
2264,FGFR
53834,FGFR
2246,FGF
2247,FGF
2248,FGF
2249,FGF
2250,FGF
2251,FGF
2252,FGF
2253,FGF
2254,FGF
2255,FGF
2256,FGF
2257,FGF
2258,FGF
2259,FGF
8823,FGF
8822,FGF
8817,FGF
9965,FGF
26281,FGF
26291,FGF
27006,FGF
8074,FGF
2175,FANC
2187,FANC
2176,FANC
675,FANC
2177,FANC
2178,FANC
2188,FANC
2189,FANC
55215,FANC
83990,FANC
55120,FANC
57697,FANC
79728,FANC
5889,FANC
84464,FANC
2072,FANC
5888,FANC
672,FANC
29089,FANC
7516,FANC
55763,EXOC
55770,EXOC
11336,EXOC
60412,EXOC
10640,EXOC
54536,EXOC
23265,EXOC
149371,EXOC
2113,ETS
2114,ETS
1537,ETC_complex_III
4519,ETC_complex_III
7381,ETC_complex_III
7384,ETC_complex_III
7385,ETC_complex_III
7386,ETC_complex_III
7388,ETC_complex_III
27089,ETC_complex_III
6389,ETC_complex_II
6390,ETC_complex_II
6391,ETC_complex_II
6392,ETC_complex_II
2099,ESR
2100,ESR
5594,ERK
5595,ERK
1956,ERBB
2064,ERBB
2065,ERBB
2066,ERBB
29924,EPN
22905,EPN
55040,EPN
9685,EPN
2041,Ephrin_receptor
1969,Ephrin_receptor
2042,Ephrin_receptor
2043,Ephrin_receptor
2044,Ephrin_receptor
285220,Ephrin_receptor
2045,Ephrin_receptor
2046,Ephrin_receptor
2047,Ephrin_receptor
2048,Ephrin_receptor
2049,Ephrin_receptor
2050,Ephrin_receptor
2051,Ephrin_receptor
284656,Ephrin_receptor
2023,ENO
2026,ENO
2027,ENO
387712,ENO
566,ELA
1990,ELA
63036,ELA
51032,ELA
10136,ELA
23436,ELA
11330,ELA
1991,ELA
5657,ELA
1981,EIF4G
1982,EIF4G
8672,EIF4G
1978,EIF4EBP
1979,EIF4EBP
8637,EIF4EBP
1973,EIF4A
1974,EIF4A
9775,EIF4A
1967,EIF2B
8892,EIF2B
8891,EIF2B
8890,EIF2B
8893,EIF2B
1958,EGR
1959,EGR
1960,EGR
1961,EGR
374,EGFR_ligand
1950,EGFR_ligand
7039,EGFR_ligand
1839,EGFR_ligand
685,EGFR_ligand
2069,EGFR_ligand
255324,EGFR_ligand
1906,EDN
1907,EDN
1908,EDN
1869,E2F
1870,E2F
1871,E2F
1874,E2F
1875,E2F
1876,E2F
144455,E2F
79733,E2F
1855,DVL
1856,DVL
1857,DVL
1843,DUSP
1844,DUSP
1845,DUSP
1846,DUSP
1847,DUSP
1848,DUSP
1812,DRD
1813,DRD
1814,DRD
1815,DRD
1816,DRD
1759,DNM
1785,DNM
26052,DNM
26052,DNM
5424,DNA_polymerase_delta
5425,DNA_polymerase_delta
10714,DNA_polymerase_delta
57804,DNA_polymerase_delta
1606,DGK
1607,DGK
8527,DGK
1608,DGK
160851,DGK
1609,DGK
8525,DGK
8526,DGK
9162,DGK
139189,DGK
1605,DGC
1756,DGC
1837,DGC
1838,DGC
4842,DGC
6442,DGC
6443,DGC
6444,DGC
8910,DGC
137868,DGC
6640,DGC
6641,DGC
54212,DGC
54221,DGC
8082,DGC
7402,DGC
1828,Desmoglein
1829,Desmoglein
1830,Desmoglein
147409,Desmoglein
7132,Death_receptor
7133,Death_receptor
8797,Death_receptor
8795,Death_receptor
8794,Death_receptor
8793,Death_receptor
355,Death_receptor
780,DDR
4921,DDR
1778,Cytoplasmic_dynein
1780,Cytoplasmic_dynein
1781,Cytoplasmic_dynein
51143,Cytoplasmic_dynein
1783,Cytoplasmic_dynein
8655,Cytoplasmic_dynein
83658,Cytoplasmic_dynein
83657,Cytoplasmic_dynein
10283,Cyclophilin
5478,Cyclophilin
5479,Cyclophilin
5480,Cyclophilin
5481,Cyclophilin
10450,Cyclophilin
10105,Cyclophilin
10465,Cyclophilin
51645,Cyclophilin
23759,Cyclophilin
53938,Cyclophilin
85313,Cyclophilin
285755,Cyclophilin
23398,Cyclophilin
653505,Cyclophilin
653598,Cyclophilin
644591,Cyclophilin
898,Cyclin_E
9134,Cyclin_E
595,Cyclin_D
894,Cyclin_D
896,Cyclin_D
8900,Cyclin_A
890,Cyclin_A
891,Cyclin
9133,Cyclin
85417,Cyclin
892,Cyclin
899,Cyclin
900,Cyclin
901,Cyclin
902,Cyclin
10983,Cyclin
645121,Cyclin
54619,Cyclin
79616,Cyclin
8812,Cyclin
57018,Cyclin
81669,Cyclin
10309,Cyclin
904,Cyclin
905,Cyclin
219771,Cyclin
151195,Cyclin
151195,Cyclin
1978,Cyclin
1979,Cyclin
8637,Cyclin
8900,Cyclin
890,Cyclin
595,Cyclin
894,Cyclin
896,Cyclin
898,Cyclin
9134,Cyclin
1956,Cyclin
2064,Cyclin
2065,Cyclin
2066,Cyclin
1981,Cyclin
1982,Cyclin
8672,Cyclin
7132,Cyclin
7133,Cyclin
8797,Cyclin
8795,Cyclin
8794,Cyclin
8793,Cyclin
355,Cyclin
1843,Cyclin
1844,Cyclin
1845,Cyclin
1846,Cyclin
1847,Cyclin
1848,Cyclin
10283,Cyclin
5478,Cyclin
5479,Cyclin
5480,Cyclin
5481,Cyclin
10450,Cyclin
10105,Cyclin
10465,Cyclin
51645,Cyclin
23759,Cyclin
53938,Cyclin
85313,Cyclin
285755,Cyclin
23398,Cyclin
653505,Cyclin
653598,Cyclin
644591,Cyclin
780,Cyclin
4921,Cyclin
1828,Cyclin
1829,Cyclin
1830,Cyclin
147409,Cyclin
1606,Cyclin
1607,Cyclin
8527,Cyclin
1608,Cyclin
160851,Cyclin
1609,Cyclin
8525,Cyclin
8526,Cyclin
9162,Cyclin
139189,Cyclin
1759,Cyclin
1785,Cyclin
26052,Cyclin
26052,Cyclin
1812,Cyclin
1813,Cyclin
1814,Cyclin
1815,Cyclin
1816,Cyclin
1855,Cyclin
1856,Cyclin
1857,Cyclin
1869,Cyclin
1870,Cyclin
1871,Cyclin
1874,Cyclin
1875,Cyclin
1876,Cyclin
144455,Cyclin
79733,Cyclin
1906,Cyclin
1907,Cyclin
1908,Cyclin
374,Cyclin
1950,Cyclin
7039,Cyclin
1839,Cyclin
685,Cyclin
2069,Cyclin
255324,Cyclin
1958,Cyclin
1959,Cyclin
1960,Cyclin
1961,Cyclin
1973,Cyclin
1974,Cyclin
9775,Cyclin
566,Cyclin
1990,Cyclin
63036,Cyclin
51032,Cyclin
10136,Cyclin
23436,Cyclin
11330,Cyclin
1991,Cyclin
5657,Cyclin
2023,Cyclin
2026,Cyclin
2027,Cyclin
387712,Cyclin
2041,Cyclin
1969,Cyclin
2042,Cyclin
2043,Cyclin
2044,Cyclin
285220,Cyclin
2045,Cyclin
2046,Cyclin
2047,Cyclin
2048,Cyclin
2049,Cyclin
2050,Cyclin
2051,Cyclin
284656,Cyclin
29924,Cyclin
22905,Cyclin
55040,Cyclin
9685,Cyclin
1778,Cyclin
1780,Cyclin
1781,Cyclin
51143,Cyclin
1783,Cyclin
8655,Cyclin
83658,Cyclin
83657,Cyclin
5424,Cyclin
5425,Cyclin
10714,Cyclin
57804,Cyclin
1605,Cyclin
1756,Cyclin
1837,Cyclin
1838,Cyclin
4842,Cyclin
6442,Cyclin
6443,Cyclin
6444,Cyclin
8910,Cyclin
137868,Cyclin
6640,Cyclin
6641,Cyclin
54212,Cyclin
54221,Cyclin
8082,Cyclin
7402,Cyclin
1967,Cyclin
8892,Cyclin
8891,Cyclin
8890,Cyclin
8893,Cyclin
2919,CXCL_ELR_positive
2920,CXCL_ELR_positive
2921,CXCL_ELR_positive
6374,CXCL_ELR_positive
6372,CXCL_ELR_positive
3576,CXCL_ELR_positive
5473,CXCL_ELR_positive
3627,CXCL_ELR_negative
6373,CXCL_ELR_negative
6387,CXCL_ELR_negative
10563,CXCL_ELR_negative
9547,CXCL_ELR_negative
4283,CXCL_ELR_negative
5196,CXCL_ELR_negative
8454,CUL
8453,CUL
8452,CUL
8451,CUL
8450,CUL
8065,CUL
9820,CUL
1495,CTNNA
1496,CTNNA
29119,CTNNA
1457,CSNK2
1459,CSNK2
1452,CSNK1
122011,CSNK1
1453,CSNK1
1454,CSNK1
53944,CSNK1
1455,CSNK1
1456,CSNK1
5469,CRSP
9282,CRSP
9440,CRSP
9439,CRSP
9441,CRSP
9442,CRSP
9443,CRSP
167,CRISP
7180,CRISP
10321,CRISP
1385,CREB
1386,CREB
10488,CREB
9586,CREB
90993,CREB
64764,CREB
84699,CREB
148327,CREB
1385,CREB
1390,CREB
466,CREB
1351,COX8
341947,COX8
1349,COX7B
170712,COX7B
1346,COX7A
1347,COX7A
1340,COX6B
125965,COX6B
1337,COX6A
1339,COX6A
1327,COX4
84701,COX4
9377,COX
1329,COX
1352,COX
1353,COX
1355,COX
10063,COX
1457,COX
1459,COX
1452,COX
122011,COX
1453,COX
1454,COX
53944,COX
1455,COX
1456,COX
1385,COX
1386,COX
10488,COX
9586,COX
90993,COX
64764,COX
84699,COX
148327,COX
1327,COX
84701,COX
1337,COX
1339,COX
1340,COX
125965,COX
1346,COX
1347,COX
1349,COX
170712,COX
1351,COX
341947,COX
1385,COX
1390,COX
466,COX
167,COX
7180,COX
10321,COX
1495,COX
1496,COX
29119,COX
8454,COX
8453,COX
8452,COX
8451,COX
8450,COX
8065,COX
9820,COX
5469,COX
9282,COX
9440,COX
9439,COX
9441,COX
9442,COX
9443,COX
1289,COL5
1290,COL5
50509,COL5
1282,COL4
1284,COL4
1285,COL4
1286,COL4
1287,COL4
1288,COL4
1277,COL1
1278,COL1
5885,Cohesin
9126,Cohesin
1072,Cofilin
1073,Cofilin
11034,Cofilin
10256,CNKSR
22866,CNKSR
1211,Clathrin
1212,Clathrin
1213,Clathrin
1457,CK2
1459,CK2
1460,CK2
1135,CHRN
1136,CHRN
1137,CHRN
1138,CHRN
8973,CHRN
1139,CHRN
1141,CHRN
1142,CHRN
1143,CHRN
1128,CHRM
1129,CHRM
1131,CHRM
1132,CHRM
1133,CHRM
43,Cholinesterase
590,Cholinesterase
1238,Chemokine_receptor
1230,Chemokine_receptor
2826,Chemokine_receptor
729230,Chemokine_receptor
1232,Chemokine_receptor
1233,Chemokine_receptor
1234,Chemokine_receptor
1235,Chemokine_receptor
1236,Chemokine_receptor
1237,Chemokine_receptor
10803,Chemokine_receptor
51554,Chemokine_receptor
9034,Chemokine_receptor
1524,Chemokine_receptor
3577,Chemokine_receptor
3579,Chemokine_receptor
2833,Chemokine_receptor
7852,Chemokine_receptor
643,Chemokine_receptor
10663,Chemokine_receptor
57007,Chemokine_receptor
2829,Chemokine_receptor
891,Chemokine
9133,Chemokine
85417,Chemokine
892,Chemokine
899,Chemokine
900,Chemokine
901,Chemokine
902,Chemokine
10983,Chemokine
645121,Chemokine
54619,Chemokine
79616,Chemokine
8812,Chemokine
57018,Chemokine
81669,Chemokine
10309,Chemokine
904,Chemokine
905,Chemokine
219771,Chemokine
151195,Chemokine
151195,Chemokine
3627,Chemokine
6373,Chemokine
6387,Chemokine
10563,Chemokine
9547,Chemokine
4283,Chemokine
5196,Chemokine
2919,Chemokine
2920,Chemokine
2921,Chemokine
6374,Chemokine
6372,Chemokine
3576,Chemokine
5473,Chemokine
1111,CHEK
11200,CHEK
1050,CEBP
1051,CEBP
1052,CEBP
1054,CEBP
1053,CEBP
1029,CDKN2
1030,CDKN2
1031,CDKN2
1032,CDKN2
1026,CDKN1
1027,CDKN1
1028,CDKN1
1033,CDKN
1457,CDKN
1459,CDKN
1460,CDKN
1072,CDKN
1073,CDKN
11034,CDKN
10256,CDKN
22866,CDKN
1050,CDKN
1051,CDKN
1052,CDKN
1054,CDKN
1053,CDKN
1238,CDKN
1230,CDKN
2826,CDKN
729230,CDKN
1232,CDKN
1233,CDKN
1234,CDKN
1235,CDKN
1236,CDKN
1237,CDKN
10803,CDKN
51554,CDKN
9034,CDKN
1524,CDKN
3577,CDKN
3579,CDKN
2833,CDKN
7852,CDKN
643,CDKN
10663,CDKN
57007,CDKN
2829,CDKN
43,CDKN
590,CDKN
1128,CDKN
1129,CDKN
1131,CDKN
1132,CDKN
1133,CDKN
1277,CDKN
1278,CDKN
1282,CDKN
1284,CDKN
1285,CDKN
1286,CDKN
1287,CDKN
1288,CDKN
1289,CDKN
1290,CDKN
50509,CDKN
9377,CDKN
1329,CDKN
